Label	Precision	Recall
vegetal	0.6557	0.9022
fruite	0.6253	0.9041
frais	0.6243	0.8802
vegetal_vert	0.5725	0.8784
doux	0.4797	0.9042
gras	0.4444	0.9440
floral	0.4486	0.9170
boise	0.4368	0.8415
vert	0.3766	0.9043
aldehyde	0.2834	0.9014
chimique	0.2408	0.8906
empyreumatique	0.3927	0.8308
balsamique	0.2304	0.9374
aldehyde_frais	0.2259	0.9000
fruit_exotique	0.2308	0.9066
herbe	0.2060	0.9077
legume	0.2580	0.8198
fermentaire	0.1902	0.9031
phenole	0.2443	0.8704
epice	0.1967	0.8535
fleur_d_arbuste	0.1919	0.9223
cuit	0.2542	0.8182
terreux	0.1469	0.9208
fruit_sec	0.1691	0.8886
fleur_du_jardin	0.1694	0.9290
agrume	0.1935	0.9006
oleagineux	0.1698	0.8985
lactique	0.1515	0.9343
soufre	0.3951	0.8797
plante_aromatique	0.1462	0.8316
animal	0.1370	0.7454
fruit_a_coque	0.1593	0.8189
moisi	0.1053	0.9380
fruit_a_pepins	0.1663	0.8968
torrefie	0.1930	0.9053
medicinal	0.1511	0.8967
vegetal_sec	0.0968	0.9079
rose	0.1261	0.9420
huile	0.1154	0.8739
lactone	0.0984	0.9412
menthe	0.1790	0.8302
bois	0.1963	0.8190
creme	0.0831	0.9396
boissons_alcoolisees	0.1064	0.9209
sucre_cuit	0.1090	0.8294
baie	0.0773	0.8802
poudre	0.1121	0.8720
viande_cuite	0.1792	0.8581
pomme	0.1218	0.9737
malte	0.1037	0.8933
mielle	0.0957	0.8357
solvant	0.1356	0.8571
ananas	0.0903	0.9154
fruit_rouge	0.0705	0.9302
coumarine	0.0683	0.9213
caramel	0.1012	0.8810
mineral	0.0569	0.8960
resineux	0.1527	0.8548
alliace	0.3077	0.9600
fruit_a_noyau	0.0668	0.9435
metal	0.0578	0.8852
metallique	0.0566	0.8992
peponide	0.0792	0.8559
melon	0.0794	0.8532
brule	0.1040	0.8981
feuille	0.0570	0.9245
alcool_de_fut	0.0820	0.9135
ether	0.1164	0.8824
boisson_fermentee	0.0585	0.9400
camphre	0.1068	0.8600
miel	0.0677	0.8469
citronne	0.0611	0.9479
racine	0.0466	0.9062
oignon	0.2447	0.9583
crucifere	0.0806	0.8526
lacte	0.0438	0.9149
fleur_d_arbre	0.0606	0.8191
vin	0.0588	0.9130
fromage	0.0726	0.9000
poire	0.0880	0.9213
banane	0.0797	0.9310
champignon	0.0452	0.9655
cafe	0.0870	0.9176
cacao	0.0594	0.8810
musque	0.1671	0.7595
savon	0.0503	0.8462
beurre	0.0447	0.9351
noix_de_coco	0.0598	0.9737
anise	0.0474	0.8630
pin	0.1017	0.9589
vanille	0.0714	0.9028
jasmin	0.0422	0.9722
ambre	0.1042	0.8194
ail	0.1796	0.9853
musc	0.1818	0.8657
cereale	0.0604	0.9104
peche	0.0408	0.9552
cerise	0.0471	0.8788
violette	0.0431	0.9344
rhum	0.0475	0.9167

Mean Precision: 0.1630
