Label	Precision	Recall
vegetal	0.6891	0.7797
fruite	0.7034	0.7274
frais	0.6726	0.7785
vegetal_vert	0.6106	0.8091
doux	0.4842	0.9401
gras	0.4866	0.8189
floral	0.5182	0.8473
boise	0.4354	0.9018
vert	0.4543	0.6287
aldehyde	0.3036	0.8526
chimique	0.2670	0.8952
empyreumatique	0.3674	0.8574
balsamique	0.2399	0.9506
aldehyde_frais	0.2449	0.8805
fruit_exotique	0.3007	0.7367
herbe	0.2205	0.8820
legume	0.3159	0.6916
fermentaire	0.2127	0.8040
phenole	0.2166	0.9258
epice	0.2053	0.8858
fleur_d_arbuste	0.2300	0.8684
cuit	0.2521	0.8620
terreux	0.1665	0.8496
fruit_sec	0.1949	0.7921
fleur_du_jardin	0.1940	0.8580
agrume	0.2434	0.8376
oleagineux	0.2070	0.8223
lactique	0.1648	0.8687
soufre	0.4254	0.8552
plante_aromatique	0.1444	0.8415
animal	0.1177	0.9000
fruit_a_coque	0.1731	0.8151
moisi	0.1128	0.8295
fruit_a_pepins	0.2033	0.7897
torrefie	0.1794	0.8843
medicinal	0.1428	0.9710
vegetal_sec	0.1057	0.9079
rose	0.1620	0.7946
huile	0.1515	0.7252
lactone	0.1441	0.8326
menthe	0.1370	0.9147
bois	0.1334	0.9143
creme	0.0923	0.8901
boissons_alcoolisees	0.1657	0.7640
sucre_cuit	0.1025	0.8713
baie	0.0820	0.9030
poudre	0.0946	0.9024
viande_cuite	0.1848	0.8506
pomme	0.1809	0.8675
malte	0.1038	0.8800
mielle	0.0935	0.8357
solvant	0.1653	0.7669
ananas	0.1508	0.7364
fruit_rouge	0.0782	0.9147
coumarine	0.1024	0.8898
caramel	0.1011	0.9048
mineral	0.0771	0.6800
resineux	0.0971	0.9355
alliace	0.3372	0.9435
fruit_a_noyau	0.0842	0.7805
metal	0.0808	0.6803
metallique	0.0770	0.6807
peponide	0.0925	0.7909
melon	0.0901	0.7890
brule	0.0869	0.9252
feuille	0.0645	0.7358
alcool_de_fut	0.1184	0.7788
ether	0.1429	0.7451
boisson_fermentee	0.0895	0.8000
camphre	0.0713	0.9600
miel	0.0662	0.8163
citronne	0.0732	0.9167
racine	0.0449	0.8438
oignon	0.2727	0.9474
crucifere	0.1090	0.7766
lacte	0.0512	0.8723
fleur_d_arbre	0.0578	0.8830
vin	0.0901	0.8370
fromage	0.0783	0.8889
poire	0.1148	0.8202
banane	0.1158	0.7931
champignon	0.0695	0.7209
cafe	0.0832	0.9529
cacao	0.0607	0.9048
musque	0.0735	0.9620
savon	0.0550	0.8590
beurre	0.0677	0.8571
noix_de_coco	0.0979	0.8667
anise	0.0454	0.9459
pin	0.0860	0.9589
vanille	0.0682	0.9444
jasmin	0.0714	0.7639
ambre	0.0700	0.9577
ail	0.2095	0.9706
musc	0.0758	0.9701
cereale	0.0618	0.9104
peche	0.0606	0.8657
cerise	0.0560	0.9077
violette	0.0483	0.9180
rhum	0.0704	0.7667

Mean Precision: 0.1765
