Label	Precision	Recall
vegetal	0.6907	0.8078
fruite	0.6889	0.7267
frais	0.6744	0.7801
vegetal_vert	0.6066	0.7802
doux	0.4675	0.9417
gras	0.4701	0.8484
floral	0.4833	0.8445
boise	0.4453	0.8327
vert	0.4135	0.7786
aldehyde	0.3077	0.7965
chimique	0.2319	0.9495
empyreumatique	0.3276	0.8861
balsamique	0.2283	0.9469
aldehyde_frais	0.2449	0.8160
fruit_exotique	0.2680	0.7728
herbe	0.2210	0.8283
legume	0.2443	0.8418
fermentaire	0.1795	0.9339
phenole	0.2299	0.8750
epice	0.2023	0.8628
fleur_d_arbuste	0.2139	0.8523
cuit	0.2183	0.8753
terreux	0.1429	0.9393
fruit_sec	0.1671	0.8802
fleur_du_jardin	0.1778	0.8267
agrume	0.2433	0.7756
oleagineux	0.1706	0.8896
lactique	0.1583	0.9134
soufre	0.4375	0.8660
plante_aromatique	0.1621	0.7333
animal	0.1066	0.8819
fruit_a_coque	0.1396	0.8717
moisi	0.1023	0.9457
fruit_a_pepins	0.1906	0.8056
torrefie	0.1527	0.9506
medicinal	0.1414	0.9339
vegetal_sec	0.1000	0.8772
rose	0.1462	0.8482
huile	0.1438	0.7568
lactone	0.1119	0.8824
menthe	0.1753	0.8160
bois	0.1967	0.7952
creme	0.0896	0.9121
boissons_alcoolisees	0.1200	0.8644
sucre_cuit	0.0904	0.8647
baie	0.0784	0.8683
poudre	0.0928	0.9146
viande_cuite	0.1433	0.9161
pomme	0.1389	0.8487
malte	0.0965	0.9400
mielle	0.0832	0.8429
solvant	0.1298	0.8195
ananas	0.1017	0.8462
fruit_rouge	0.0639	0.9690
coumarine	0.0763	0.8661
caramel	0.0852	0.9286
mineral	0.0626	0.8160
resineux	0.1362	0.8468
alliace	0.3333	0.9440
fruit_a_noyau	0.0869	0.7984
metal	0.0614	0.7705
metallique	0.0604	0.7815
peponide	0.0892	0.8108
melon	0.0880	0.7798
brule	0.0771	0.9444
feuille	0.0597	0.8208
alcool_de_fut	0.0848	0.8654
ether	0.1008	0.8235
boisson_fermentee	0.0622	0.9000
camphre	0.0866	0.8500
miel	0.0604	0.8265
citronne	0.0798	0.7917
racine	0.0402	0.8854
oignon	0.2667	0.9583
crucifere	0.1001	0.8316
lacte	0.0449	0.8830
fleur_d_arbre	0.0549	0.9255
vin	0.0616	0.8804
fromage	0.0711	0.8667
poire	0.0945	0.8989
banane	0.0847	0.8506
champignon	0.0541	0.7816
cafe	0.0625	0.9765
cacao	0.0556	0.9405
musque	0.0744	0.8481
savon	0.0584	0.8077
beurre	0.0501	0.8701
noix_de_coco	0.0853	0.8421
anise	0.0438	0.8630
pin	0.0976	0.9041
vanille	0.0528	0.9722
jasmin	0.0571	0.8056
ambre	0.0806	0.9028
ail	0.1920	0.9853
musc	0.0913	0.9104
cereale	0.0478	0.9403
peche	0.0540	0.7612
cerise	0.0440	0.9242
violette	0.0551	0.8197
rhum	0.0493	0.8167

Mean Precision: 0.1647
