Label	Precision	Recall
vegetal	0.6152	0.9701
fruite	0.5938	0.9238
frais	0.5689	0.9388
vegetal_vert	0.5410	0.9143
doux	0.4410	0.9872
gras	0.4232	0.9934
floral	0.4133	0.9595
boise	0.4069	0.9125
vert	0.3359	0.8969
aldehyde	0.2676	0.9286
chimique	0.2173	0.9433
empyreumatique	0.3519	0.8426
balsamique	0.1933	0.9696
aldehyde_frais	0.2061	0.9485
fruit_exotique	0.2047	0.8960
herbe	0.1921	0.9287
legume	0.2362	0.8128
fermentaire	0.1763	0.9163
phenole	0.2126	0.9369
epice	0.1752	0.9044
fleur_d_arbuste	0.1617	0.9362
cuit	0.2285	0.8099
terreux	0.1368	0.9815
fruit_sec	0.1540	0.8715
fleur_du_jardin	0.1452	0.9460
agrume	0.1714	0.9373
oleagineux	0.1605	0.7976
lactique	0.1305	0.9075
soufre	0.2688	0.8621
plante_aromatique	0.1134	0.9018
animal	0.0919	0.9963
fruit_a_coque	0.1565	0.8447
moisi	0.0977	0.9105
fruit_a_pepins	0.1325	0.8571
torrefie	0.1672	0.8760
medicinal	0.1171	0.9545
vegetal_sec	0.0836	0.9956
rose	0.0993	0.9554
huile	0.0959	0.8959
lactone	0.0821	0.9819
menthe	0.1205	0.8531
bois	0.1039	0.9426
creme	0.0637	0.9945
boissons_alcoolisees	0.0961	0.7886
sucre_cuit	0.0778	0.8294
baie	0.0663	0.9277
poudre	0.0717	0.9939
viande_cuite	0.1095	0.8766
pomme	0.0901	0.9205
malte	0.1028	0.8874
mielle	0.0812	0.8214
solvant	0.0678	0.9248
ananas	0.0685	0.9385
fruit_rouge	0.0582	0.8837
coumarine	0.0489	1.0000
caramel	0.0584	0.9360
mineral	0.0433	1.0000
resineux	0.0877	0.9355
alliace	0.1924	0.9431
fruit_a_noyau	0.0551	0.9512
metal	0.0424	0.9669
metallique	0.0427	0.9832
peponide	0.0735	0.8273
melon	0.0564	0.8981
brule	0.0793	0.9065
feuille	0.0391	0.9905
alcool_de_fut	0.0554	0.9231
ether	0.0643	0.8713
boisson_fermentee	0.0450	0.9700
camphre	0.0699	0.9100
miel	0.0511	0.8247
citronne	0.0479	0.9792
racine	0.0373	0.9688
oignon	0.1162	0.9579
crucifere	0.0513	0.8936
lacte	0.0318	0.9681
fleur_d_arbre	0.0420	0.9355
vin	0.0471	0.9457
fromage	0.0582	0.9213
poire	0.0644	0.8989
banane	0.0598	0.8488
champignon	0.0359	0.9535
cafe	0.0530	0.9048
cacao	0.0498	0.9286
musque	0.0395	0.9114
savon	0.0480	0.8961
beurre	0.0356	0.8831
noix_de_coco	0.0301	0.9733
anise	0.0342	0.8784
pin	0.0491	0.9444
vanille	0.0388	0.9306
jasmin	0.0341	1.0000
ambre	0.0427	0.9859
ail	0.1040	0.9853
musc	0.0459	0.9552
cereale	0.0528	0.9254
peche	0.0317	0.9545
cerise	0.0359	0.9077
violette	0.0321	1.0000
rhum	0.0283	0.8833

Mean Precision: 0.1323
