Label	Precision	Recall
vegetal	0.6600	0.8808
fruite	0.6080	0.9349
frais	0.6236	0.8744
vegetal_vert	0.5810	0.8680
doux	0.4630	0.9593
gras	0.4574	0.9140
floral	0.4516	0.9227
boise	0.4503	0.8240
vert	0.3548	0.8981
aldehyde	0.2934	0.8794
chimique	0.2376	0.9000
empyreumatique	0.3438	0.8731
balsamique	0.2127	0.9030
aldehyde_frais	0.2358	0.8931
fruit_exotique	0.2138	0.9151
herbe	0.2066	0.9071
legume	0.2307	0.8304
fermentaire	0.1868	0.8789
phenole	0.2307	0.8715
epice	0.1846	0.9068
fleur_d_arbuste	0.1815	0.9184
cuit	0.2194	0.8646
terreux	0.1486	0.9603
fruit_sec	0.1541	0.8911
fleur_du_jardin	0.1611	0.9318
agrume	0.1838	0.8718
oleagineux	0.1626	0.8542
lactique	0.1315	0.9522
soufre	0.4146	0.8621
plante_aromatique	0.1454	0.8316
animal	0.1117	0.8037
fruit_a_coque	0.1522	0.8447
moisi	0.1023	0.8988
fruit_a_pepins	0.1516	0.9048
torrefie	0.1649	0.9008
medicinal	0.1419	0.8967
vegetal_sec	0.0952	0.9035
rose	0.1173	0.9196
huile	0.1156	0.8507
lactone	0.0915	0.9548
menthe	0.1773	0.8057
bois	0.1730	0.7895
creme	0.0683	0.9613
boissons_alcoolisees	0.1029	0.9086
sucre_cuit	0.0870	0.8647
baie	0.0689	0.9518
poudre	0.0984	0.9146
viande_cuite	0.1433	0.8961
pomme	0.1127	0.9603
malte	0.0985	0.9404
mielle	0.0862	0.8429
solvant	0.0966	0.8346
ananas	0.0787	0.9538
fruit_rouge	0.0544	0.9535
coumarine	0.0567	0.9444
caramel	0.0817	0.9280
mineral	0.0513	0.9360
resineux	0.1284	0.8387
alliace	0.2922	0.9431
fruit_a_noyau	0.0608	0.9350
metal	0.0507	0.9174
metallique	0.0492	0.9160
peponide	0.0766	0.8455
melon	0.0724	0.8519
brule	0.0889	0.9252
feuille	0.0459	0.9619
alcool_de_fut	0.0801	0.8269
ether	0.0758	0.8416
boisson_fermentee	0.0511	0.9500
camphre	0.1100	0.8600
miel	0.0594	0.8557
citronne	0.0591	0.9062
racine	0.0357	0.9479
oignon	0.2244	0.9684
crucifere	0.0805	0.7979
lacte	0.0361	0.9574
fleur_d_arbre	0.0528	0.8817
vin	0.0605	0.9130
fromage	0.0646	0.9101
poire	0.0797	0.8764
banane	0.0690	0.8953
champignon	0.0378	0.9535
cafe	0.0707	0.9286
cacao	0.0531	0.9405
musque	0.1275	0.8101
savon	0.0518	0.8442
beurre	0.0385	0.9221
noix_de_coco	0.0388	0.9867
anise	0.0370	0.8649
pin	0.0881	0.9028
vanille	0.0610	0.8889
jasmin	0.0435	0.9306
ambre	0.0823	0.8310
ail	0.1692	0.9853
musc	0.1436	0.8358
cereale	0.0564	0.9254
peche	0.0354	0.9545
cerise	0.0365	0.9538
violette	0.0342	0.9180
rhum	0.0416	0.8500

Mean Precision: 0.1526
