Label	Precision	Recall
vegetal	0.6813	0.8706
fruite	0.6277	0.9108
frais	0.6493	0.8343
vegetal_vert	0.6017	0.8301
doux	0.4714	0.9465
gras	0.4526	0.9263
floral	0.4806	0.9001
boise	0.4562	0.8356
vert	0.3823	0.8720
aldehyde	0.3088	0.8111
chimique	0.2502	0.8917
empyreumatique	0.3327	0.8799
balsamique	0.2135	0.9810
aldehyde_frais	0.2519	0.8396
fruit_exotique	0.2311	0.9193
herbe	0.2246	0.8467
legume	0.2377	0.8855
fermentaire	0.1813	0.9405
phenole	0.2662	0.8528
epice	0.2054	0.8368
fleur_d_arbuste	0.2009	0.9158
cuit	0.2224	0.8672
terreux	0.1462	0.9365
fruit_sec	0.1516	0.9385
fleur_du_jardin	0.1726	0.9062
agrume	0.2267	0.8034
oleagineux	0.1471	0.9286
lactique	0.1397	0.9731
soufre	0.3488	0.9069
plante_aromatique	0.1669	0.7439
animal	0.1211	0.7667
fruit_a_coque	0.1431	0.8902
moisi	0.0968	0.9416
fruit_a_pepins	0.1631	0.9087
torrefie	0.1586	0.9421
medicinal	0.1689	0.9050
vegetal_sec	0.0925	0.9298
rose	0.1310	0.9062
huile	0.1202	0.8281
lactone	0.0996	0.9412
menthe	0.2246	0.7441
bois	0.2028	0.7751
creme	0.0758	0.9724
boissons_alcoolisees	0.1024	0.9143
sucre_cuit	0.0952	0.9059
baie	0.0802	0.9217
poudre	0.1141	0.8720
viande_cuite	0.1458	0.9091
pomme	0.1196	0.9404
malte	0.0946	0.9603
mielle	0.0995	0.8429
solvant	0.1061	0.8271
ananas	0.0874	0.9615
fruit_rouge	0.0629	0.9535
coumarine	0.0656	0.9524
caramel	0.0835	0.9360
mineral	0.0577	0.9440
resineux	0.1585	0.7823
alliace	0.2914	0.9593
fruit_a_noyau	0.0719	0.9024
metal	0.0584	0.9421
metallique	0.0566	0.9412
peponide	0.0800	0.8182
melon	0.0824	0.8148
brule	0.0832	0.9346
feuille	0.0550	0.8762
alcool_de_fut	0.0729	0.9135
ether	0.0860	0.8911
boisson_fermentee	0.0597	0.9400
camphre	0.1306	0.8400
miel	0.0694	0.8763
citronne	0.0844	0.8542
racine	0.0409	0.9479
oignon	0.2440	0.9579
crucifere	0.0753	0.8617
lacte	0.0414	0.9787
fleur_d_arbre	0.0627	0.8710
vin	0.0650	0.9457
fromage	0.0673	0.9326
poire	0.0822	0.9101
banane	0.0653	0.9302
champignon	0.0390	0.9070
cafe	0.0723	0.9524
cacao	0.0526	0.9643
musque	0.1574	0.7848
savon	0.0521	0.8182
beurre	0.0470	0.9091
noix_de_coco	0.0548	0.9733
anise	0.0426	0.8108
pin	0.1305	0.8194
vanille	0.0708	0.9583
jasmin	0.0474	0.9444
ambre	0.0926	0.8592
ail	0.1763	0.9853
musc	0.1881	0.8507
cereale	0.0560	0.9403
peche	0.0451	0.9545
cerise	0.0399	0.9538
violette	0.0433	0.8852
rhum	0.0426	0.9333

Mean Precision: 0.1618
