Label	Precision	Recall
vegetal	0.6673	0.8458
fruite	0.5938	0.9529
frais	0.6265	0.8679
vegetal_vert	0.5852	0.8570
doux	0.4621	0.9585
gras	0.4396	0.9598
floral	0.4584	0.9284
boise	0.4601	0.8277
vert	0.3617	0.9100
aldehyde	0.3041	0.8463
chimique	0.2343	0.9501
empyreumatique	0.3355	0.8742
balsamique	0.2246	0.9677
aldehyde_frais	0.2416	0.8625
fruit_exotique	0.2051	0.9299
herbe	0.2179	0.8627
legume	0.2465	0.8590
fermentaire	0.1723	0.9251
phenole	0.2576	0.8237
epice	0.2096	0.8252
fleur_d_arbuste	0.1912	0.9620
cuit	0.2157	0.8854
terreux	0.1468	0.9340
fruit_sec	0.1456	0.9382
fleur_du_jardin	0.1681	0.9347
agrume	0.2167	0.8575
oleagineux	0.1443	0.9307
lactique	0.1324	0.9761
soufre	0.3981	0.8621
plante_aromatique	0.1615	0.7923
animal	0.1540	0.6370
fruit_a_coque	0.1445	0.8792
moisi	0.1017	0.9535
fruit_a_pepins	0.1337	0.9286
torrefie	0.1577	0.9339
medicinal	0.1741	0.8465
vegetal_sec	0.0928	0.9737
rose	0.1222	0.9330
huile	0.1044	0.9054
lactone	0.0918	0.9638
menthe	0.2419	0.7393
bois	0.2155	0.7429
creme	0.0751	0.9835
boissons_alcoolisees	0.0943	0.9551
sucre_cuit	0.0866	0.9708
baie	0.0728	0.9515
poudre	0.1093	0.8720
viande_cuite	0.1591	0.8701
pomme	0.1098	0.9536
malte	0.0932	0.9400
mielle	0.0778	0.8429
solvant	0.0983	0.8872
ananas	0.0728	0.9690
fruit_rouge	0.0553	0.9922
coumarine	0.0602	0.9843
caramel	0.0769	0.9524
mineral	0.0558	0.9280
resineux	0.1652	0.7823
alliace	0.2963	0.9677
fruit_a_noyau	0.0577	0.9512
metal	0.0556	0.9344
metallique	0.0546	0.9328
peponide	0.0726	0.8545
melon	0.0706	0.8624
brule	0.0878	0.9159
feuille	0.0492	0.9528
alcool_de_fut	0.0701	0.9327
ether	0.0820	0.9412
boisson_fermentee	0.0536	0.9800
camphre	0.1265	0.7400
miel	0.0509	0.9082
citronne	0.0803	0.8438
racine	0.0367	0.9688
oignon	0.2365	0.9684
crucifere	0.0770	0.8830
lacte	0.0376	0.9787
fleur_d_arbre	0.0565	0.8404
vin	0.0542	0.9674
fromage	0.0647	0.9333
poire	0.0690	0.9551
banane	0.0618	0.9540
champignon	0.0422	0.9070
cafe	0.0835	0.9529
cacao	0.0531	0.9405
musque	0.2629	0.7089
savon	0.0537	0.8333
beurre	0.0422	0.9610
noix_de_coco	0.0428	0.9600
anise	0.0380	0.9595
pin	0.1136	0.8493
vanille	0.0585	0.9444
jasmin	0.0391	0.9861
ambre	0.1395	0.8451
ail	0.1671	0.9853
musc	0.2910	0.8209
cereale	0.0590	0.9254
peche	0.0367	0.9851
cerise	0.0366	0.9692
violette	0.0397	0.9016
rhum	0.0385	0.9833

Mean Precision: 0.1596
