Label	Precision	Recall
vegetal	0.6658	0.8810
fruite	0.6042	0.9535
frais	0.6288	0.8593
vegetal_vert	0.5742	0.8743
doux	0.4434	0.9840
gras	0.4709	0.8369
floral	0.4211	0.9462
boise	0.3906	0.9673
vert	0.3899	0.8519
aldehyde	0.2944	0.9033
chimique	0.2374	0.9400
empyreumatique	0.3686	0.8423
balsamique	0.1994	0.9886
aldehyde_frais	0.2325	0.9213
fruit_exotique	0.2258	0.9172
herbe	0.2062	0.9247
legume	0.3627	0.5529
fermentaire	0.1943	0.8504
phenole	0.2248	0.9142
epice	0.1709	0.9297
fleur_d_arbuste	0.1824	0.9646
cuit	0.2330	0.8125
terreux	0.1666	0.8016
fruit_sec	0.1677	0.8719
fleur_du_jardin	0.1581	0.9517
agrume	0.2039	0.8530
oleagineux	0.1835	0.8537
lactique	0.1562	0.9012
soufre	0.5829	0.7759
plante_aromatique	0.1366	0.8505
animal	0.1436	0.6481
fruit_a_coque	0.1674	0.8075
moisi	0.1065	0.8833
fruit_a_pepins	0.1396	0.9484
torrefie	0.1870	0.9008
medicinal	0.1399	0.9336
vegetal_sec	0.0894	0.9605
rose	0.1189	0.9554
huile	0.1484	0.7738
lactone	0.0990	0.9273
menthe	0.1767	0.8341
bois	0.1599	0.8134
creme	0.0827	0.9176
boissons_alcoolisees	0.1127	0.8715
sucre_cuit	0.0791	0.9529
baie	0.0656	0.9880
poudre	0.0869	0.9329
viande_cuite	0.2439	0.7727
pomme	0.1160	0.9735
malte	0.1028	0.9400
mielle	0.0745	0.9429
solvant	0.1537	0.7197
ananas	0.0920	0.9535
fruit_rouge	0.0489	0.9844
coumarine	0.0684	0.9280
caramel	0.0822	0.9200
mineral	0.0612	0.7984
resineux	0.1352	0.8548
alliace	0.3628	0.9274
fruit_a_noyau	0.0601	0.9512
metal	0.0621	0.7851
metallique	0.0613	0.8067
peponide	0.0713	0.8636
melon	0.0751	0.8807
brule	0.0989	0.9065
feuille	0.0491	0.9333
alcool_de_fut	0.0920	0.8365
ether	0.1368	0.7624
boisson_fermentee	0.0576	0.9100
camphre	0.1045	0.8600
miel	0.0502	0.9691
citronne	0.0651	0.9271
racine	0.0471	0.8125
oignon	0.2825	0.9368
crucifere	0.1196	0.7021
lacte	0.0422	0.9462
fleur_d_arbre	0.0478	0.9247
vin	0.0579	0.9130
fromage	0.0762	0.8764
poire	0.0755	0.9205
banane	0.0764	0.9651
champignon	0.0551	0.8140
cafe	0.1007	0.8941
cacao	0.0532	0.9286
musque	0.1924	0.7722
savon	0.0444	0.8961
beurre	0.0520	0.9474
noix_de_coco	0.0656	0.9067
anise	0.0336	0.9726
pin	0.1035	0.9315
vanille	0.0486	0.9861
jasmin	0.0364	0.9722
ambre	0.0703	0.9155
ail	0.2136	0.9265
musc	0.1909	0.8806
cereale	0.0696	0.8507
peche	0.0393	0.9545
cerise	0.0317	1.0000
violette	0.0405	0.9167
rhum	0.0490	0.8500

Mean Precision: 0.1642
