Label	Precision	Recall
vegetal	0.6137	0.9921
fruite	0.5580	0.9913
frais	0.5579	0.9777
vegetal_vert	0.4984	0.9781
doux	0.4325	0.9888
gras	0.4170	0.9951
floral	0.4009	0.9670
boise	0.3793	0.9769
vert	0.3130	0.9822
aldehyde	0.2478	0.9667
chimique	0.2033	1.0000
empyreumatique	0.4000	0.7383
balsamique	0.1828	0.9981
aldehyde_frais	0.1839	1.0000
fruit_exotique	0.1737	0.9830
herbe	0.1734	0.9914
legume	0.2218	0.8282
fermentaire	0.1513	0.9888
phenole	0.2136	0.9095
epice	0.1547	0.9883
fleur_d_arbuste	0.1467	0.9899
cuit	0.2111	0.8203
terreux	0.1296	0.9868
fruit_sec	0.1721	0.6825
fleur_du_jardin	0.1382	0.9773
agrume	0.1398	0.9942
oleagineux	0.1432	0.8985
lactique	0.1303	0.8892
soufre	0.3049	0.8621
plante_aromatique	0.1038	0.9715
animal	0.0939	0.8889
fruit_a_coque	0.1636	0.7811
moisi	0.0924	0.9689
fruit_a_pepins	0.0961	0.9722
torrefie	0.1673	0.8802
medicinal	0.1048	0.9793
vegetal_sec	0.0802	0.9912
rose	0.0934	0.9955
huile	0.0803	0.9910
lactone	0.0780	0.9909
menthe	0.1059	0.9005
bois	0.1011	0.9474
creme	0.0614	1.0000
boissons_alcoolisees	0.0763	0.9497
sucre_cuit	0.0845	0.8353
baie	0.0585	0.9880
poudre	0.0779	0.9634
viande_cuite	0.1233	0.8117
pomme	0.0617	1.0000
malte	0.0940	0.9533
mielle	0.0578	0.9786
solvant	0.0850	0.8182
ananas	0.0535	0.9845
fruit_rouge	0.0451	1.0000
coumarine	0.0430	0.9920
caramel	0.0738	0.9200
mineral	0.0418	1.0000
resineux	0.0597	0.9919
alliace	0.1763	0.9597
fruit_a_noyau	0.0479	0.9675
metal	0.0413	0.9917
metallique	0.0402	0.9916
peponide	0.0474	0.9000
melon	0.0414	0.9633
brule	0.0800	0.9252
feuille	0.0359	0.9905
alcool_de_fut	0.0442	0.9615
ether	0.0629	0.8812
boisson_fermentee	0.0525	0.8000
camphre	0.0575	0.9600
miel	0.0379	0.9691
citronne	0.0381	0.9896
racine	0.0324	1.0000
oignon	0.1590	0.9474
crucifere	0.0630	0.8404
lacte	0.0396	0.7957
fleur_d_arbre	0.0394	0.9892
vin	0.0442	0.9348
fromage	0.0453	0.9101
poire	0.0383	0.9886
banane	0.0368	0.9884
champignon	0.0300	0.9884
cafe	0.0745	0.8471
cacao	0.0398	0.8333
musque	0.0323	0.9241
savon	0.0313	0.9870
beurre	0.0278	1.0000
noix_de_coco	0.0264	1.0000
anise	0.0251	1.0000
pin	0.0366	1.0000
vanille	0.0366	0.9167
jasmin	0.0310	0.9861
ambre	0.0383	1.0000
ail	0.0714	0.9853
musc	0.0347	0.9851
cereale	0.0431	0.9104
peche	0.0251	0.9848
cerise	0.0233	0.9848
violette	0.0240	1.0000
rhum	0.0400	0.8667

Mean Precision: 0.1244
