Label	Precision	Recall
vegetal	0.6446	0.9108
fruite	0.5746	0.9721
frais	0.5965	0.9185
vegetal_vert	0.5596	0.8983
doux	0.4542	0.9584
gras	0.4254	0.9492
floral	0.4438	0.9208
boise	0.4356	0.8624
vert	0.3512	0.9287
aldehyde	0.2786	0.9255
chimique	0.2222	0.9650
empyreumatique	0.3763	0.8138
balsamique	0.2140	0.9658
aldehyde_frais	0.2241	0.9311
fruit_exotique	0.1854	0.9575
herbe	0.1994	0.9269
legume	0.2523	0.8326
fermentaire	0.1799	0.8929
phenole	0.2578	0.8051
epice	0.1825	0.8735
fleur_d_arbuste	0.1823	0.9519
cuit	0.2228	0.8151
terreux	0.1415	0.9524
fruit_sec	0.1428	0.9415
fleur_du_jardin	0.1631	0.9432
agrume	0.1789	0.9135
oleagineux	0.1439	0.9045
lactique	0.1260	0.9820
soufre	0.4836	0.8138
plante_aromatique	0.1352	0.8470
animal	0.1408	0.5926
fruit_a_coque	0.1653	0.7887
moisi	0.1044	0.9339
fruit_a_pepins	0.1150	0.9841
torrefie	0.1952	0.8471
medicinal	0.1662	0.8257
vegetal_sec	0.0854	0.9693
rose	0.1152	0.9420
huile	0.0981	0.9140
lactone	0.0839	0.9864
menthe	0.2135	0.7488
bois	0.2227	0.7225
creme	0.0662	0.9835
boissons_alcoolisees	0.0881	0.9553
sucre_cuit	0.0869	0.9294
baie	0.0642	0.9820
poudre	0.1131	0.8720
viande_cuite	0.1894	0.7857
pomme	0.0837	0.9934
malte	0.1059	0.8200
mielle	0.0934	0.8643
solvant	0.0987	0.8864
ananas	0.0634	0.9845
fruit_rouge	0.0499	0.9844
coumarine	0.0487	0.9760
caramel	0.0835	0.8960
mineral	0.0547	0.9113
resineux	0.1758	0.7500
alliace	0.3222	0.9355
fruit_a_noyau	0.0504	0.9756
metal	0.0520	0.9421
metallique	0.0506	0.9496
peponide	0.0585	0.9091
melon	0.0576	0.9083
brule	0.0992	0.8598
feuille	0.0470	0.9524
alcool_de_fut	0.0599	0.9519
ether	0.0763	0.8911
boisson_fermentee	0.0492	0.9600
camphre	0.1645	0.7700
miel	0.0590	0.8763
citronne	0.0559	0.9271
racine	0.0341	0.9792
oignon	0.2521	0.9474
crucifere	0.0870	0.7766
lacte	0.0377	0.9677
fleur_d_arbre	0.0540	0.8387
vin	0.0482	0.9674
fromage	0.0604	0.9326
poire	0.0532	0.9659
banane	0.0466	0.9884
champignon	0.0397	0.8953
cafe	0.0955	0.8824
cacao	0.0559	0.8810
musque	0.2737	0.6203
savon	0.0390	0.9091
beurre	0.0345	1.0000
noix_de_coco	0.0317	0.9867
anise	0.0384	0.9178
pin	0.1172	0.8767
vanille	0.0551	0.9028
jasmin	0.0368	0.9861
ambre	0.1096	0.8169
ail	0.1893	0.9853
musc	0.2737	0.7313
cereale	0.0674	0.8657
peche	0.0294	0.9848
cerise	0.0330	0.9697
violette	0.0330	0.9833
rhum	0.0347	0.9167

Mean Precision: 0.1561
