Label	Precision	Recall
vegetal	0.6588	0.8886
fruite	0.6713	0.7833
frais	0.6469	0.8394
vegetal_vert	0.5777	0.8671
doux	0.4742	0.9314
gras	0.5046	0.7628
floral	0.4633	0.8855
boise	0.4290	0.8601
vert	0.4087	0.8042
aldehyde	0.2792	0.8967
chimique	0.2673	0.7660
empyreumatique	0.4056	0.8308
balsamique	0.2370	0.9184
aldehyde_frais	0.2265	0.8980
fruit_exotique	0.2561	0.8004
herbe	0.2037	0.8948
legume	0.2850	0.7429
fermentaire	0.2220	0.7467
phenole	0.2285	0.8796
epice	0.1851	0.9140
fleur_d_arbuste	0.2099	0.8808
cuit	0.2554	0.8286
terreux	0.1428	0.9261
fruit_sec	0.2079	0.7326
fleur_du_jardin	0.1716	0.9119
agrume	0.1841	0.9205
oleagineux	0.2094	0.7612
lactique	0.1802	0.8269
soufre	0.4574	0.8488
plante_aromatique	0.1411	0.8491
animal	0.0980	0.9705
fruit_a_coque	0.1800	0.7472
moisi	0.1122	0.7946
fruit_a_pepins	0.1967	0.8135
torrefie	0.1994	0.8724
medicinal	0.1468	0.9256
vegetal_sec	0.0933	0.9254
rose	0.1329	0.9018
huile	0.1474	0.7477
lactone	0.1196	0.7873
menthe	0.1309	0.9057
bois	0.1218	0.9429
creme	0.1025	0.8681
boissons_alcoolisees	0.1438	0.7401
sucre_cuit	0.1047	0.7941
baie	0.0670	0.9581
poudre	0.0932	0.9146
viande_cuite	0.2027	0.8645
pomme	0.1477	0.8355
malte	0.1144	0.8267
mielle	0.1098	0.8143
solvant	0.1563	0.7744
ananas	0.1044	0.8000
fruit_rouge	0.0651	0.9612
coumarine	0.0874	0.8110
caramel	0.1068	0.8571
mineral	0.0528	0.9520
resineux	0.0814	0.9758
alliace	0.3155	0.9440
fruit_a_noyau	0.0736	0.7903
metal	0.0538	0.9672
metallique	0.0519	0.9496
peponide	0.0830	0.7477
melon	0.0841	0.7615
brule	0.1063	0.9074
feuille	0.0619	0.8585
alcool_de_fut	0.0993	0.7885
ether	0.1231	0.7843
boisson_fermentee	0.0824	0.7800
camphre	0.0745	0.9200
miel	0.0907	0.7245
citronne	0.0630	0.9271
racine	0.0384	0.9688
oignon	0.2644	0.9583
crucifere	0.1110	0.8105
lacte	0.0524	0.7979
fleur_d_arbre	0.0640	0.8617
vin	0.0777	0.8261
fromage	0.0758	0.8778
poire	0.0898	0.8764
banane	0.0973	0.8391
champignon	0.0556	0.7586
cafe	0.0922	0.8941
cacao	0.0661	0.8214
musque	0.0504	0.9241
savon	0.0493	0.8718
beurre	0.0603	0.8831
noix_de_coco	0.0942	0.8553
anise	0.0438	0.9178
pin	0.0564	0.9863
vanille	0.0775	0.8889
jasmin	0.0539	0.8333
ambre	0.0578	0.9722
ail	0.1931	0.9853
musc	0.0500	0.9552
cereale	0.0636	0.8806
peche	0.0494	0.7612
cerise	0.0516	0.8485
violette	0.0336	0.9836
rhum	0.0543	0.7667

Mean Precision: 0.1670
