Label	Precision	Recall
vegetal	0.6568	0.9067
fruite	0.6040	0.9365
frais	0.6016	0.9191
vegetal_vert	0.5631	0.8799
doux	0.4599	0.9577
gras	0.4406	0.9415
floral	0.4482	0.9170
boise	0.4487	0.8043
vert	0.3622	0.9199
aldehyde	0.2808	0.9126
chimique	0.2145	0.9798
empyreumatique	0.3795	0.8392
balsamique	0.2258	0.9222
aldehyde_frais	0.2193	0.9240
fruit_exotique	0.2095	0.9384
herbe	0.1993	0.9270
legume	0.2580	0.8154
fermentaire	0.1903	0.8678
phenole	0.2283	0.8889
epice	0.1859	0.8767
fleur_d_arbuste	0.1978	0.9275
cuit	0.2398	0.8364
terreux	0.1542	0.9129
fruit_sec	0.1602	0.8552
fleur_du_jardin	0.1606	0.9375
agrume	0.1894	0.8892
oleagineux	0.1624	0.8716
lactique	0.1513	0.9313
soufre	0.4587	0.8591
plante_aromatique	0.1413	0.8281
animal	0.1762	0.5904
fruit_a_coque	0.1558	0.8415
moisi	0.1022	0.9186
fruit_a_pepins	0.1454	0.9325
torrefie	0.1871	0.9053
medicinal	0.1373	0.9463
vegetal_sec	0.0891	0.9386
rose	0.1390	0.9196
huile	0.1135	0.8784
lactone	0.0891	0.9774
menthe	0.1758	0.8208
bois	0.1832	0.7810
creme	0.0915	0.9066
boissons_alcoolisees	0.1097	0.9040
sucre_cuit	0.0902	0.9235
baie	0.0663	0.9341
poudre	0.1082	0.8476
viande_cuite	0.1957	0.8710
pomme	0.1190	0.9605
malte	0.0979	0.9267
mielle	0.0908	0.8286
solvant	0.1181	0.8872
ananas	0.0845	0.9462
fruit_rouge	0.0620	0.9690
coumarine	0.0612	0.9291
caramel	0.0845	0.9127
mineral	0.0552	0.8960
resineux	0.1537	0.8468
alliace	0.3352	0.9360
fruit_a_noyau	0.0593	0.9435
metal	0.0558	0.9098
metallique	0.0544	0.9244
peponide	0.0705	0.8919
melon	0.0735	0.8899
brule	0.1041	0.9074
feuille	0.0497	0.9811
alcool_de_fut	0.0768	0.9135
ether	0.0949	0.9314
boisson_fermentee	0.0625	0.8500
camphre	0.0958	0.8700
miel	0.0621	0.8163
citronne	0.0634	0.9583
racine	0.0422	0.9167
oignon	0.2614	0.9583
crucifere	0.1026	0.8421
lacte	0.0416	0.9149
fleur_d_arbre	0.0622	0.8511
vin	0.0643	0.8804
fromage	0.0657	0.9222
poire	0.0746	0.9438
banane	0.0675	0.9080
champignon	0.0489	0.8736
cafe	0.0893	0.9294
cacao	0.0564	0.9405
musque	0.3427	0.6203
savon	0.0611	0.7949
beurre	0.0404	0.9481
noix_de_coco	0.0548	0.9342
anise	0.0432	0.8904
pin	0.1053	0.9315
vanille	0.0625	0.9306
jasmin	0.0438	0.9583
ambre	0.1018	0.8611
ail	0.1942	0.9853
musc	0.3049	0.7463
cereale	0.0557	0.8806
peche	0.0377	0.9403
cerise	0.0411	0.9394
violette	0.0361	0.9508
rhum	0.0394	0.9833

Mean Precision: 0.1627
