Label	Precision	Recall
vegetal	0.6567	0.8645
fruite	0.5851	0.9777
frais	0.6077	0.9009
vegetal_vert	0.5623	0.8871
doux	0.4464	0.9800
gras	0.4265	0.9828
floral	0.4671	0.8954
boise	0.4060	0.9538
vert	0.3752	0.8736
aldehyde	0.2884	0.9081
chimique	0.2399	0.9268
empyreumatique	0.3682	0.8624
balsamique	0.2067	0.9943
aldehyde_frais	0.2393	0.8665
fruit_exotique	0.1921	0.9639
herbe	0.2112	0.8798
legume	0.3792	0.6189
fermentaire	0.1748	0.9581
phenole	0.2984	0.7587
epice	0.2249	0.7319
fleur_d_arbuste	0.1955	0.9316
cuit	0.2251	0.9010
terreux	0.1560	0.8892
fruit_sec	0.1432	0.9242
fleur_du_jardin	0.1939	0.7756
agrume	0.2348	0.8006
oleagineux	0.1496	0.9337
lactique	0.1319	0.9761
soufre	0.5658	0.7862
plante_aromatique	0.1439	0.8275
animal	0.1685	0.6370
fruit_a_coque	0.1462	0.8679
moisi	0.1042	0.9380
fruit_a_pepins	0.1249	0.9722
torrefie	0.1894	0.8430
medicinal	0.2171	0.7386
vegetal_sec	0.0865	0.9868
rose	0.1407	0.8438
huile	0.0979	0.9054
lactone	0.0891	0.9729
menthe	0.2141	0.7915
bois	0.1766	0.7905
creme	0.0703	0.9670
boissons_alcoolisees	0.0937	0.9551
sucre_cuit	0.0702	1.0000
baie	0.0649	0.9758
poudre	0.1205	0.8598
viande_cuite	0.2345	0.8117
pomme	0.0962	0.9934
malte	0.1023	0.9200
mielle	0.0842	0.8500
solvant	0.0995	0.8571
ananas	0.0741	0.9767
fruit_rouge	0.0587	0.9535
coumarine	0.0616	0.9843
caramel	0.0610	0.9683
mineral	0.0778	0.7040
resineux	0.1622	0.8306
alliace	0.3746	0.9274
fruit_a_noyau	0.0534	0.9837
metal	0.0806	0.7131
metallique	0.0751	0.7059
peponide	0.0845	0.8455
melon	0.0829	0.8440
brule	0.1094	0.8598
feuille	0.0557	0.6038
alcool_de_fut	0.0593	0.9615
ether	0.0759	0.9020
boisson_fermentee	0.0576	0.9700
camphre	0.1287	0.8300
miel	0.0491	0.9490
citronne	0.0871	0.7604
racine	0.0462	0.8438
oignon	0.2853	0.9368
crucifere	0.1172	0.7553
lacte	0.0375	0.9894
fleur_d_arbre	0.0618	0.8404
vin	0.0558	0.9674
fromage	0.0528	0.9333
poire	0.0621	0.9775
banane	0.0573	0.9655
champignon	0.0522	0.8372
cafe	0.1138	0.8941
cacao	0.0586	0.9405
musque	0.2121	0.7975
savon	0.0440	0.9487
beurre	0.0352	0.9870
noix_de_coco	0.0407	0.9600
anise	0.0378	0.9595
pin	0.1100	0.9315
vanille	0.0556	0.9722
jasmin	0.0376	0.9861
ambre	0.1169	0.8169
ail	0.2342	0.9265
musc	0.1879	0.8806
cereale	0.0764	0.8806
peche	0.0314	0.9851
cerise	0.0464	0.8769
violette	0.0506	0.9180
rhum	0.0324	0.9833

Mean Precision: 0.1651
