Label	Precision	Recall
vegetal	0.6423	0.9345
fruite	0.6042	0.9554
frais	0.6084	0.9229
vegetal_vert	0.5510	0.9094
doux	0.4574	0.9737
gras	0.4535	0.9435
floral	0.4401	0.9350
boise	0.4068	0.9529
vert	0.3566	0.9196
aldehyde	0.2758	0.9254
chimique	0.2412	0.9517
empyreumatique	0.4092	0.8122
balsamique	0.2062	0.9905
aldehyde_frais	0.2159	0.9386
fruit_exotique	0.2014	0.9490
herbe	0.1900	0.9438
legume	0.2985	0.7489
fermentaire	0.2025	0.8656
phenole	0.2463	0.8995
epice	0.1940	0.8834
fleur_d_arbuste	0.1846	0.9617
cuit	0.2669	0.8229
terreux	0.1554	0.9180
fruit_sec	0.1645	0.8939
fleur_du_jardin	0.1591	0.9517
agrume	0.1812	0.9174
oleagineux	0.1733	0.8869
lactique	0.1532	0.9194
soufre	0.5621	0.8276
plante_aromatique	0.1296	0.8877
animal	0.1389	0.7000
fruit_a_coque	0.1778	0.7992
moisi	0.1119	0.8638
fruit_a_pepins	0.1390	0.9484
torrefie	0.2041	0.8636
medicinal	0.1553	0.9256
vegetal_sec	0.0867	0.9781
rose	0.1180	0.9643
huile	0.1219	0.8462
lactone	0.0962	0.9502
menthe	0.1634	0.8626
bois	0.1378	0.8995
creme	0.0828	0.9448
boissons_alcoolisees	0.1105	0.8971
sucre_cuit	0.0886	0.9294
baie	0.0668	0.9819
poudre	0.1059	0.9024
viande_cuite	0.2340	0.8052
pomme	0.1046	0.9868
malte	0.1097	0.8675
mielle	0.0792	0.9071
solvant	0.1186	0.8421
ananas	0.0780	0.9923
fruit_rouge	0.0560	0.9690
coumarine	0.0661	0.9603
caramel	0.0966	0.8800
mineral	0.0598	0.9360
resineux	0.1040	0.9435
alliace	0.3258	0.9350
fruit_a_noyau	0.0587	0.9756
metal	0.0606	0.9256
metallique	0.0585	0.9244
peponide	0.0790	0.8455
melon	0.0794	0.8519
brule	0.1090	0.8972
feuille	0.0547	0.9333
alcool_de_fut	0.0769	0.8942
ether	0.0889	0.8911
boisson_fermentee	0.0653	0.9300
camphre	0.1146	0.9000
miel	0.0535	0.9175
citronne	0.0653	0.9375
racine	0.0381	0.9583
oignon	0.2647	0.9474
crucifere	0.1176	0.7660
lacte	0.0428	0.9255
fleur_d_arbre	0.0620	0.8817
vin	0.0666	0.9457
fromage	0.0692	0.9438
poire	0.0722	0.9213
banane	0.0647	0.9767
champignon	0.0527	0.8837
cafe	0.1073	0.8929
cacao	0.0596	0.9286
musque	0.1509	0.8101
savon	0.0484	0.9481
beurre	0.0469	0.9351
noix_de_coco	0.0579	0.9467
anise	0.0378	0.9324
pin	0.0812	1.0000
vanille	0.0948	0.8889
jasmin	0.0422	0.9861
ambre	0.0661	0.9296
ail	0.1994	0.9706
musc	0.1667	0.8657
cereale	0.0721	0.8806
peche	0.0366	0.9848
cerise	0.0400	0.9692
violette	0.0358	0.9672
rhum	0.0394	0.9667

Mean Precision: 0.1607
