Label	Precision	Recall
vegetal	0.6736	0.8059
fruite	0.6728	0.7454
frais	0.6713	0.7830
vegetal_vert	0.6097	0.8027
doux	0.4575	0.9617
gras	0.4622	0.8820
floral	0.4808	0.8860
boise	0.4058	0.9326
vert	0.4506	0.6230
aldehyde	0.3076	0.8098
chimique	0.2447	0.8902
empyreumatique	0.3409	0.8775
balsamique	0.2021	0.9924
aldehyde_frais	0.2497	0.8127
fruit_exotique	0.2808	0.6815
herbe	0.2233	0.8219
legume	0.3006	0.6740
fermentaire	0.1932	0.8524
phenole	0.2119	0.8979
epice	0.1905	0.8718
fleur_d_arbuste	0.2217	0.8810
cuit	0.2303	0.8594
terreux	0.1422	0.9261
fruit_sec	0.1692	0.8315
fleur_du_jardin	0.1885	0.8324
agrume	0.2724	0.7179
oleagineux	0.1768	0.8133
lactique	0.1702	0.7910
soufre	0.5442	0.8069
plante_aromatique	0.1443	0.8486
animal	0.1116	0.8741
fruit_a_coque	0.1503	0.8566
moisi	0.0991	0.9457
fruit_a_pepins	0.2081	0.7381
torrefie	0.1624	0.9256
medicinal	0.1321	0.8880
vegetal_sec	0.0902	0.9518
rose	0.1434	0.8214
huile	0.1392	0.6892
lactone	0.1128	0.8869
menthe	0.1366	0.9100
bois	0.1204	0.8905
creme	0.0820	0.9231
boissons_alcoolisees	0.1507	0.7247
sucre_cuit	0.0912	0.8538
baie	0.0742	0.9333
poudre	0.0738	0.9573
viande_cuite	0.1814	0.8377
pomme	0.1839	0.7285
malte	0.0971	0.8867
mielle	0.0779	0.8500
solvant	0.1518	0.7143
ananas	0.1447	0.6047
fruit_rouge	0.0616	0.8450
coumarine	0.0649	0.9449
caramel	0.0861	0.9127
mineral	0.0628	0.7440
resineux	0.0960	0.9113
alliace	0.3392	0.9274
fruit_a_noyau	0.0800	0.7724
metal	0.0683	0.6311
metallique	0.0639	0.6807
peponide	0.1092	0.6909
melon	0.1041	0.6972
brule	0.0809	0.9346
feuille	0.0606	0.6981
alcool_de_fut	0.1005	0.7115
ether	0.1361	0.6765
boisson_fermentee	0.0791	0.7700
camphre	0.0684	0.9500
miel	0.0494	0.8571
citronne	0.0656	0.8646
racine	0.0371	0.9375
oignon	0.2641	0.9368
crucifere	0.1024	0.7660
lacte	0.0457	0.8723
fleur_d_arbre	0.0546	0.8830
vin	0.0787	0.7500
fromage	0.0885	0.7778
poire	0.1219	0.7079
banane	0.1094	0.7241
champignon	0.0679	0.6744
cafe	0.0733	0.9647
cacao	0.0552	0.9286
musque	0.0609	0.9367
savon	0.0521	0.8462
beurre	0.0608	0.8182
noix_de_coco	0.0637	0.8667
anise	0.0342	0.9595
pin	0.0907	0.9452
vanille	0.0516	0.9722
jasmin	0.0550	0.8194
ambre	0.0597	0.9437
ail	0.2095	0.9706
musc	0.0627	0.9701
cereale	0.0522	0.8955
peche	0.0535	0.6716
cerise	0.0488	0.8769
violette	0.0536	0.8197
rhum	0.0672	0.6667

Mean Precision: 0.1676
