Label	Precision	Recall
vegetal	0.6067	0.9864
fruite	0.5734	0.9554
frais	0.5516	0.9579
vegetal_vert	0.5262	0.9258
doux	0.4352	0.9912
gras	0.4226	0.9926
floral	0.4095	0.9529
boise	0.3907	0.9317
vert	0.3225	0.9287
aldehyde	0.2748	0.8968
chimique	0.2135	0.9667
empyreumatique	0.2836	0.9188
balsamique	0.1887	0.9848
aldehyde_frais	0.1950	0.9644
fruit_exotique	0.2038	0.9108
herbe	0.1918	0.9266
legume	0.1931	0.8987
fermentaire	0.1695	0.9317
phenole	0.1753	0.9650
epice	0.1724	0.9371
fleur_d_arbuste	0.1640	0.9031
cuit	0.1690	0.9141
terreux	0.1345	0.9868
fruit_sec	0.1409	0.9385
fleur_du_jardin	0.1479	0.9574
agrume	0.1762	0.8803
oleagineux	0.1449	0.8542
lactique	0.1219	0.9463
soufre	0.1711	0.8966
plante_aromatique	0.1076	0.9439
animal	0.0920	1.0000
fruit_a_coque	0.1167	0.9356
moisi	0.0917	0.9689
fruit_a_pepins	0.1049	0.9167
torrefie	0.1172	0.9669
medicinal	0.1018	0.9876
vegetal_sec	0.0812	0.9956
rose	0.0975	0.9643
huile	0.0941	0.9095
lactone	0.0765	1.0000
menthe	0.0975	0.8626
bois	0.1088	0.8947
creme	0.0634	0.9945
boissons_alcoolisees	0.0774	0.9314
sucre_cuit	0.0685	0.8941
baie	0.0659	0.9096
poudre	0.0679	0.9939
viande_cuite	0.0756	0.9740
pomme	0.0823	0.9272
malte	0.0727	0.9801
mielle	0.0628	0.8857
solvant	0.0604	0.9248
ananas	0.0668	0.9615
fruit_rouge	0.0523	0.9535
coumarine	0.0477	1.0000
caramel	0.0540	0.9600
mineral	0.0433	1.0000
resineux	0.0625	0.9597
alliace	0.0964	0.9431
fruit_a_noyau	0.0551	0.9675
metal	0.0426	0.9752
metallique	0.0421	1.0000
peponide	0.0683	0.8091
melon	0.0614	0.8611
brule	0.0570	0.9720
feuille	0.0376	0.9905
alcool_de_fut	0.0474	0.9615
ether	0.0610	0.9010
boisson_fermentee	0.0361	0.9900
camphre	0.0528	0.8900
miel	0.0364	0.9691
citronne	0.0453	0.9896
racine	0.0342	1.0000
oignon	0.0701	0.9789
crucifere	0.0414	0.9681
lacte	0.0318	0.9574
fleur_d_arbre	0.0389	0.9355
vin	0.0395	0.9891
fromage	0.0401	0.9551
poire	0.0630	0.8876
banane	0.0484	0.8953
champignon	0.0300	0.9884
cafe	0.0361	0.9881
cacao	0.0364	0.9881
musque	0.0348	0.9367
savon	0.0597	0.7792
beurre	0.0318	0.9481
noix_de_coco	0.0299	0.9467
anise	0.0293	0.9324
pin	0.0394	0.9861
vanille	0.0325	0.9861
jasmin	0.0343	0.9583
ambre	0.0414	0.9859
ail	0.0565	0.9853
musc	0.0337	0.9552
cereale	0.0318	0.9851
peche	0.0292	0.9697
cerise	0.0307	0.9692
violette	0.0314	0.9672
rhum	0.0288	0.9500

Mean Precision: 0.1201
