Label	Precision	Recall
vegetal	0.6624	0.8864
fruite	0.6667	0.7983
frais	0.6719	0.7897
vegetal_vert	0.5987	0.8170
doux	0.4657	0.9417
gras	0.4545	0.9168
floral	0.4763	0.8626
boise	0.4236	0.8953
vert	0.4270	0.7642
aldehyde	0.2964	0.8633
chimique	0.2625	0.7929
empyreumatique	0.3807	0.8442
balsamique	0.2121	0.9791
aldehyde_frais	0.2450	0.8120
fruit_exotique	0.2422	0.8769
herbe	0.2202	0.8519
legume	0.2532	0.8198
fermentaire	0.1835	0.8943
phenole	0.2535	0.8472
epice	0.1919	0.8744
fleur_d_arbuste	0.2029	0.8782
cuit	0.2403	0.8390
terreux	0.1444	0.9077
fruit_sec	0.1525	0.9276
fleur_du_jardin	0.1846	0.8295
agrume	0.2291	0.7869
oleagineux	0.1473	0.9254
lactique	0.1354	0.9493
soufre	0.4352	0.8660
plante_aromatique	0.1418	0.8386
animal	0.1073	0.8893
fruit_a_coque	0.1448	0.8755
moisi	0.1015	0.9186
fruit_a_pepins	0.2065	0.7817
torrefie	0.1895	0.9053
medicinal	0.1722	0.8595
vegetal_sec	0.0950	0.9123
rose	0.1314	0.8795
huile	0.1120	0.8694
lactone	0.1025	0.9367
menthe	0.1621	0.8396
bois	0.1692	0.8429
creme	0.0739	0.9670
boissons_alcoolisees	0.1269	0.8588
sucre_cuit	0.1080	0.8059
baie	0.0802	0.8443
poudre	0.0962	0.9024
viande_cuite	0.1631	0.8903
pomme	0.1479	0.8487
malte	0.1058	0.8933
mielle	0.1096	0.8071
solvant	0.1178	0.8496
ananas	0.1113	0.8231
fruit_rouge	0.0754	0.8140
coumarine	0.0629	0.9291
caramel	0.0980	0.8651
mineral	0.0553	0.9120
resineux	0.1158	0.8871
alliace	0.3147	0.9440
fruit_a_noyau	0.0733	0.9274
metal	0.0581	0.8689
metallique	0.0553	0.8655
peponide	0.0967	0.7297
melon	0.0963	0.7156
brule	0.0972	0.9167
feuille	0.0651	0.7642
alcool_de_fut	0.0871	0.8942
ether	0.0938	0.8824
boisson_fermentee	0.0694	0.8500
camphre	0.0981	0.8600
miel	0.0791	0.8061
citronne	0.0817	0.7812
racine	0.0429	0.8646
oignon	0.2534	0.9583
crucifere	0.1012	0.8105
lacte	0.0380	0.9681
fleur_d_arbre	0.0664	0.8191
vin	0.0677	0.8804
fromage	0.0660	0.9111
poire	0.0932	0.8876
banane	0.0915	0.8161
champignon	0.0496	0.8276
cafe	0.0715	0.9176
cacao	0.0596	0.9048
musque	0.0648	0.8734
savon	0.0439	0.9231
beurre	0.0425	0.9481
noix_de_coco	0.0433	0.9605
anise	0.0596	0.7808
pin	0.0823	0.9452
vanille	0.0552	0.9583
jasmin	0.0445	0.9722
ambre	0.0590	0.9583
ail	0.1811	0.9853
musc	0.0693	0.9254
cereale	0.0531	0.8955
peche	0.0432	0.9552
cerise	0.0588	0.8333
violette	0.0592	0.8361
rhum	0.0519	0.8333

Mean Precision: 0.1632
