Label	Precision	Recall
vegetal	0.6258	0.9529
fruite	0.5678	0.9882
frais	0.5757	0.9586
vegetal_vert	0.5376	0.9379
doux	0.4418	0.9920
gras	0.4274	0.9722
floral	0.4535	0.8951
boise	0.4070	0.9231
vert	0.3324	0.9722
aldehyde	0.2686	0.9366
chimique	0.2164	0.9567
empyreumatique	0.3689	0.8243
balsamique	0.1983	0.9943
aldehyde_frais	0.2087	0.9465
fruit_exotique	0.1671	0.9936
herbe	0.1892	0.9483
legume	0.2963	0.6440
fermentaire	0.1684	0.9511
phenole	0.2913	0.7465
epice	0.1959	0.8205
fleur_d_arbuste	0.1989	0.9167
cuit	0.1954	0.9086
terreux	0.1710	0.6614
fruit_sec	0.1291	0.9861
fleur_du_jardin	0.1782	0.8693
agrume	0.2212	0.7977
oleagineux	0.1226	0.9790
lactique	0.1220	0.9910
soufre	0.5289	0.7869
plante_aromatique	0.1257	0.8982
animal	0.2972	0.3137
fruit_a_coque	0.1298	0.8943
moisi	0.0964	0.9729
fruit_a_pepins	0.1096	0.9802
torrefie	0.1994	0.8354
medicinal	0.1736	0.8058
vegetal_sec	0.0861	0.9912
rose	0.1346	0.7946
huile	0.0926	0.9189
lactone	0.0823	1.0000
menthe	0.1864	0.8294
bois	0.2000	0.7238
creme	0.0639	0.9890
boissons_alcoolisees	0.0974	0.9486
sucre_cuit	0.0629	1.0000
baie	0.0592	0.9940
poudre	0.1329	0.7561
viande_cuite	0.2648	0.7484
pomme	0.0851	1.0000
malte	0.0871	0.9338
mielle	0.0982	0.7929
solvant	0.0913	0.8722
ananas	0.0533	1.0000
fruit_rouge	0.0515	0.9845
coumarine	0.0497	1.0000
caramel	0.0516	0.9841
mineral	0.0643	0.8160
resineux	0.1670	0.7016
alliace	0.3763	0.8952
fruit_a_noyau	0.0482	1.0000
metal	0.0612	0.8361
metallique	0.0595	0.8333
peponide	0.0538	0.9099
melon	0.0538	0.9083
brule	0.1257	0.8224
feuille	0.0548	0.9057
alcool_de_fut	0.0632	0.9712
ether	0.0694	0.9314
boisson_fermentee	0.0618	0.9100
camphre	0.1404	0.8200
miel	0.0579	0.8367
citronne	0.1037	0.5312
racine	0.0425	0.7917
oignon	0.3043	0.8842
crucifere	0.0839	0.7474
lacte	0.0338	1.0000
fleur_d_arbre	0.0612	0.7766
vin	0.0619	0.9130
fromage	0.0501	0.9444
poire	0.0558	0.9551
banane	0.0393	0.9884
champignon	0.0416	0.9195
cafe	0.1183	0.7529
cacao	0.0561	0.9286
musque	0.7895	0.3750
savon	0.0499	0.8077
beurre	0.0316	1.0000
noix_de_coco	0.0317	1.0000
anise	0.0336	0.9595
pin	0.1241	0.7260
vanille	0.0702	0.8750
jasmin	0.0345	0.9722
ambre	0.1790	0.4085
ail	0.2313	0.9118
musc	0.6604	0.5147
cereale	0.0561	0.8971
peche	0.0271	0.9848
cerise	0.0336	0.9545
violette	0.0426	0.9016
rhum	0.0312	1.0000

Mean Precision: 0.1690
