Label	Precision	Recall
vegetal	0.6905	0.7908
fruite	0.6243	0.8991
frais	0.6808	0.7572
vegetal_vert	0.6246	0.7385
doux	0.4609	0.9609
gras	0.4522	0.9127
floral	0.4789	0.8683
boise	0.4458	0.8337
vert	0.4223	0.7831
aldehyde	0.3230	0.7615
chimique	0.2500	0.8350
empyreumatique	0.2891	0.9296
balsamique	0.2136	0.9772
aldehyde_frais	0.2571	0.7560
fruit_exotique	0.2305	0.9087
herbe	0.2280	0.7661
legume	0.2215	0.8813
fermentaire	0.1937	0.8877
phenole	0.2467	0.8565
epice	0.2010	0.8372
fleur_d_arbuste	0.2205	0.8523
cuit	0.1836	0.9506
terreux	0.1526	0.9103
fruit_sec	0.1378	0.9499
fleur_du_jardin	0.1807	0.8267
agrume	0.2733	0.6903
oleagineux	0.1348	0.9463
lactique	0.1233	0.9731
soufre	0.3226	0.9313
plante_aromatique	0.1862	0.6842
animal	0.1171	0.8118
fruit_a_coque	0.1141	0.9245
moisi	0.1056	0.8992
fruit_a_pepins	0.1751	0.8690
torrefie	0.1382	0.9712
medicinal	0.1581	0.8636
vegetal_sec	0.1028	0.8816
rose	0.1497	0.8393
huile	0.1212	0.8739
lactone	0.0966	0.9412
menthe	0.2082	0.7642
bois	0.1978	0.7762
creme	0.0699	0.9780
boissons_alcoolisees	0.1196	0.8927
sucre_cuit	0.0810	0.9529
baie	0.0736	0.9341
poudre	0.0904	0.9085
viande_cuite	0.1165	0.9290
pomme	0.1249	0.8816
malte	0.0757	0.9733
mielle	0.0852	0.8786
solvant	0.1014	0.9023
ananas	0.0977	0.9385
fruit_rouge	0.0563	0.9845
coumarine	0.0650	0.9055
caramel	0.0720	0.9365
mineral	0.0588	0.8640
resineux	0.1603	0.8468
alliace	0.2731	0.9680
fruit_a_noyau	0.0705	0.9194
metal	0.0598	0.8770
metallique	0.0582	0.8739
peponide	0.0910	0.7838
melon	0.0908	0.7706
brule	0.0751	0.9444
feuille	0.0603	0.8302
alcool_de_fut	0.0817	0.8942
ether	0.0851	0.9216
boisson_fermentee	0.0662	0.9100
camphre	0.1229	0.8100
miel	0.0677	0.8367
citronne	0.0998	0.6771
racine	0.0376	0.9688
oignon	0.2397	0.9688
crucifere	0.0679	0.9368
lacte	0.0350	0.9574
fleur_d_arbre	0.0523	0.9255
vin	0.0620	0.9022
fromage	0.0667	0.9222
poire	0.0873	0.8876
banane	0.0733	0.9195
champignon	0.0487	0.8506
cafe	0.0586	0.9765
cacao	0.0407	0.9762
musque	0.0895	0.8228
savon	0.0511	0.8333
beurre	0.0384	0.9351
noix_de_coco	0.0496	0.9474
anise	0.0439	0.8767
pin	0.1113	0.9041
vanille	0.0440	0.9583
jasmin	0.0456	0.8889
ambre	0.0773	0.8750
ail	0.1696	1.0000
musc	0.1039	0.9104
cereale	0.0405	0.9403
peche	0.0467	0.9552
cerise	0.0361	0.9394
violette	0.0459	0.8852
rhum	0.0454	0.9500

Mean Precision: 0.1579
