Label	Precision	Recall
vegetal	0.6390	0.9186
fruite	0.6500	0.8474
frais	0.6220	0.8885
vegetal_vert	0.5559	0.8926
doux	0.4601	0.9625
gras	0.4619	0.8789
floral	0.4489	0.9094
boise	0.3987	0.9354
vert	0.3879	0.8676
aldehyde	0.2770	0.9062
chimique	0.2333	0.9074
empyreumatique	0.4081	0.8258
balsamique	0.2021	0.9886
aldehyde_frais	0.2182	0.9200
fruit_exotique	0.2489	0.8110
herbe	0.1996	0.9270
legume	0.3048	0.7055
fermentaire	0.2051	0.8260
phenole	0.2225	0.9144
epice	0.1866	0.9186
fleur_d_arbuste	0.1969	0.9249
cuit	0.2676	0.7896
terreux	0.1404	0.9288
fruit_sec	0.1661	0.8635
fleur_du_jardin	0.1613	0.9403
agrume	0.1782	0.9148
oleagineux	0.1642	0.8806
lactique	0.1662	0.8716
soufre	0.5073	0.8351
plante_aromatique	0.1222	0.9228
animal	0.1162	0.8303
fruit_a_coque	0.1579	0.8038
moisi	0.1068	0.8372
fruit_a_pepins	0.1923	0.7738
torrefie	0.2057	0.8889
medicinal	0.1342	0.9463
vegetal_sec	0.0879	0.9474
rose	0.1248	0.9286
huile	0.1281	0.8153
lactone	0.1052	0.9005
menthe	0.1202	0.9009
bois	0.1247	0.8905
creme	0.0952	0.8846
boissons_alcoolisees	0.1430	0.7853
sucre_cuit	0.1043	0.7765
baie	0.0675	0.9401
poudre	0.0872	0.9146
viande_cuite	0.2025	0.8323
pomme	0.1381	0.8487
malte	0.1069	0.8333
mielle	0.0957	0.8357
solvant	0.1460	0.7970
ananas	0.1114	0.7923
fruit_rouge	0.0724	0.8062
coumarine	0.0682	0.9291
caramel	0.1012	0.8651
mineral	0.0572	0.9120
resineux	0.0925	0.9355
alliace	0.3382	0.9360
fruit_a_noyau	0.0728	0.9194
metal	0.0583	0.8852
metallique	0.0552	0.9076
peponide	0.0797	0.7658
melon	0.0798	0.7523
brule	0.1065	0.8796
feuille	0.0553	0.9340
alcool_de_fut	0.0928	0.8365
ether	0.1187	0.8137
boisson_fermentee	0.0860	0.8200
camphre	0.0672	0.9500
miel	0.0666	0.7959
citronne	0.0586	0.9583
racine	0.0381	0.8646
oignon	0.2651	0.9583
crucifere	0.1155	0.8000
lacte	0.0475	0.9043
fleur_d_arbre	0.0588	0.8830
vin	0.0811	0.8261
fromage	0.0778	0.8667
poire	0.0932	0.8876
banane	0.0908	0.8736
champignon	0.0575	0.8506
cafe	0.0825	0.9412
cacao	0.0627	0.8571
musque	0.0767	0.8228
savon	0.0517	0.8333
beurre	0.0567	0.8961
noix_de_coco	0.0510	0.9342
anise	0.0463	0.8219
pin	0.0631	0.9726
vanille	0.0661	0.9028
jasmin	0.0420	0.9444
ambre	0.0570	0.9444
ail	0.1982	0.9706
musc	0.0783	0.8955
cereale	0.0562	0.8507
peche	0.0430	0.9254
cerise	0.0506	0.8182
violette	0.0350	0.9344
rhum	0.0524	0.7500

Mean Precision: 0.1612
