Label	Precision	Recall
vegetal	0.6429	0.9226
fruite	0.6056	0.9504
frais	0.6056	0.9229
vegetal_vert	0.5512	0.9022
doux	0.4581	0.9681
gras	0.4511	0.9247
floral	0.4364	0.9434
boise	0.4140	0.9327
vert	0.3591	0.9139
aldehyde	0.2790	0.9302
chimique	0.2478	0.9267
empyreumatique	0.4185	0.8037
balsamique	0.2092	0.9848
aldehyde_frais	0.2180	0.9347
fruit_exotique	0.2007	0.9448
herbe	0.1943	0.9395
legume	0.2870	0.7225
fermentaire	0.2133	0.8282
phenole	0.2488	0.8808
epice	0.1878	0.9091
fleur_d_arbuste	0.1855	0.9694
cuit	0.2709	0.7917
terreux	0.1797	0.7989
fruit_sec	0.1763	0.8827
fleur_du_jardin	0.1609	0.9602
agrume	0.1813	0.9060
oleagineux	0.1905	0.8363
lactique	0.1443	0.9552
soufre	0.5746	0.8103
plante_aromatique	0.1317	0.8807
animal	0.1483	0.6185
fruit_a_coque	0.1738	0.7538
moisi	0.1181	0.7977
fruit_a_pepins	0.1361	0.9405
torrefie	0.1990	0.8554
medicinal	0.1536	0.9298
vegetal_sec	0.0882	0.9693
rose	0.1150	0.9598
huile	0.1249	0.8326
lactone	0.0955	0.9638
menthe	0.1797	0.8389
bois	0.1469	0.9091
creme	0.0767	0.9503
boissons_alcoolisees	0.1032	0.9143
sucre_cuit	0.0916	0.9353
baie	0.0676	0.9819
poudre	0.1034	0.9085
viande_cuite	0.2546	0.8052
pomme	0.0975	0.9934
malte	0.1038	0.8940
mielle	0.0759	0.9000
solvant	0.1352	0.7444
ananas	0.0779	0.9692
fruit_rouge	0.0583	0.9767
coumarine	0.0666	0.9603
caramel	0.0943	0.8720
mineral	0.0643	0.8960
resineux	0.1170	0.8790
alliace	0.3393	0.9187
fruit_a_noyau	0.0607	0.9675
metal	0.0634	0.9091
metallique	0.0612	0.9160
peponide	0.0716	0.8727
melon	0.0714	0.8796
brule	0.1106	0.9065
feuille	0.0495	0.9333
alcool_de_fut	0.0755	0.9327
ether	0.1057	0.8317
boisson_fermentee	0.0623	0.9200
camphre	0.1226	0.8800
miel	0.0541	0.9278
citronne	0.0612	0.9792
racine	0.0410	0.9167
oignon	0.2790	0.9368
crucifere	0.1173	0.7447
lacte	0.0412	0.9681
fleur_d_arbre	0.0545	0.8925
vin	0.0631	0.9239
fromage	0.0728	0.9213
poire	0.0717	0.9213
banane	0.0670	0.9767
champignon	0.0554	0.8372
cafe	0.1082	0.8452
cacao	0.0605	0.9286
musque	0.2218	0.7722
savon	0.0508	0.8442
beurre	0.0432	0.9351
noix_de_coco	0.0624	0.9200
anise	0.0388	0.9054
pin	0.0958	0.9444
vanille	0.0790	0.8889
jasmin	0.0400	0.9861
ambre	0.0661	0.9296
ail	0.2097	0.9559
musc	0.2327	0.8507
cereale	0.0745	0.9104
peche	0.0385	0.9848
cerise	0.0448	0.9538
violette	0.0347	0.9672
rhum	0.0384	0.9833

Mean Precision: 0.1640
