Label	Precision	Recall
vegetal	0.6703	0.8866
fruite	0.6336	0.9045
frais	0.6384	0.8689
vegetal_vert	0.5809	0.8701
doux	0.4800	0.9313
gras	0.4542	0.9016
floral	0.4688	0.9151
boise	0.4494	0.8672
vert	0.4000	0.8664
aldehyde	0.2896	0.9033
chimique	0.2680	0.8800
empyreumatique	0.3819	0.8087
balsamique	0.2278	0.9639
aldehyde_frais	0.2348	0.8976
fruit_exotique	0.2200	0.9278
herbe	0.2111	0.8946
legume	0.3030	0.8216
fermentaire	0.1932	0.8951
phenole	0.2750	0.8422
epice	0.2002	0.8407
fleur_d_arbuste	0.2103	0.9342
cuit	0.2340	0.8073
terreux	0.1627	0.8862
fruit_sec	0.1756	0.8607
fleur_du_jardin	0.1816	0.9205
agrume	0.1909	0.9020
oleagineux	0.1779	0.8746
lactique	0.1567	0.9341
soufre	0.4346	0.8483
plante_aromatique	0.1484	0.8256
animal	0.1212	0.8630
fruit_a_coque	0.1776	0.8075
moisi	0.1126	0.8872
fruit_a_pepins	0.1576	0.9405
torrefie	0.1919	0.8760
medicinal	0.1842	0.8880
vegetal_sec	0.0971	0.9342
rose	0.1396	0.9152
huile	0.1273	0.8778
lactone	0.1068	0.8955
menthe	0.1931	0.8531
bois	0.1710	0.8469
creme	0.0840	0.9176
boissons_alcoolisees	0.1082	0.9162
sucre_cuit	0.1048	0.8706
baie	0.0775	0.9581
poudre	0.1128	0.8841
viande_cuite	0.1897	0.8377
pomme	0.1185	0.9868
malte	0.1106	0.8933
mielle	0.1123	0.8429
solvant	0.1280	0.8864
ananas	0.0940	0.9535
fruit_rouge	0.0720	0.9062
coumarine	0.0746	0.9040
caramel	0.1036	0.8720
mineral	0.0641	0.9113
resineux	0.1297	0.8710
alliace	0.3049	0.9516
fruit_a_noyau	0.0654	0.9512
metal	0.0641	0.8926
metallique	0.0624	0.8824
peponide	0.0755	0.8727
melon	0.0766	0.8899
brule	0.1028	0.9252
feuille	0.0577	0.8571
alcool_de_fut	0.0743	0.9135
ether	0.1118	0.9406
boisson_fermentee	0.0623	0.9400
camphre	0.1177	0.8700
miel	0.0764	0.8247
citronne	0.0666	0.9167
racine	0.0436	0.9583
oignon	0.2434	0.9684
crucifere	0.0880	0.8511
lacte	0.0497	0.9570
fleur_d_arbre	0.0745	0.8495
vin	0.0631	0.9457
fromage	0.0667	0.9326
poire	0.0731	0.9432
banane	0.0790	0.9651
champignon	0.0507	0.9070
cafe	0.0958	0.9294
cacao	0.0634	0.9286
musque	0.1341	0.8354
savon	0.0416	0.9221
beurre	0.0519	0.9737
noix_de_coco	0.0642	0.9067
anise	0.0435	0.8904
pin	0.0990	0.9452
vanille	0.0689	0.9167
jasmin	0.0476	0.9861
ambre	0.0708	0.9296
ail	0.1782	0.9853
musc	0.1439	0.8955
cereale	0.0697	0.9104
peche	0.0393	0.9848
cerise	0.0497	0.8939
violette	0.0459	0.9333
rhum	0.0507	0.9000

Mean Precision: 0.1663
