Label	Precision	Recall
vegetal	0.6662	0.8779
fruite	0.6743	0.7914
frais	0.6502	0.8152
vegetal_vert	0.5891	0.8389
doux	0.4916	0.9074
gras	0.4812	0.8213
floral	0.4663	0.8779
boise	0.4265	0.8630
vert	0.4057	0.8420
aldehyde	0.2981	0.8474
chimique	0.2546	0.8923
empyreumatique	0.3935	0.8358
balsamique	0.2207	0.9431
aldehyde_frais	0.2432	0.8280
fruit_exotique	0.2623	0.8408
herbe	0.2187	0.8519
legume	0.2621	0.8220
fermentaire	0.2014	0.8678
phenole	0.2352	0.8750
epice	0.1923	0.8837
fleur_d_arbuste	0.2071	0.9041
cuit	0.2536	0.8130
terreux	0.1487	0.9050
fruit_sec	0.1782	0.8384
fleur_du_jardin	0.1720	0.9091
agrume	0.2023	0.8665
oleagineux	0.1803	0.8478
lactique	0.1617	0.8746
soufre	0.3883	0.8900
plante_aromatique	0.1405	0.8456
animal	0.1042	0.9336
fruit_a_coque	0.1595	0.8000
moisi	0.1079	0.9186
fruit_a_pepins	0.1775	0.8571
torrefie	0.1843	0.9053
medicinal	0.1484	0.8967
vegetal_sec	0.0974	0.8772
rose	0.1337	0.9241
huile	0.1256	0.8288
lactone	0.1160	0.8688
menthe	0.1968	0.8160
bois	0.1644	0.8143
creme	0.1001	0.8462
boissons_alcoolisees	0.1245	0.8814
sucre_cuit	0.1123	0.7824
baie	0.0786	0.8563
poudre	0.0959	0.8902
viande_cuite	0.1560	0.9097
pomme	0.1450	0.9079
malte	0.1037	0.8933
mielle	0.0888	0.8643
solvant	0.1283	0.8797
ananas	0.1076	0.8846
fruit_rouge	0.0791	0.8605
coumarine	0.0798	0.8661
caramel	0.1083	0.8651
mineral	0.0549	0.9200
resineux	0.1409	0.8952
alliace	0.2854	0.9680
fruit_a_noyau	0.0779	0.9032
metal	0.0564	0.9098
metallique	0.0537	0.9076
peponide	0.0872	0.8378
melon	0.0868	0.8257
brule	0.0977	0.9259
feuille	0.0622	0.8868
alcool_de_fut	0.0885	0.8654
ether	0.1008	0.8725
boisson_fermentee	0.0674	0.8800
camphre	0.1155	0.8700
miel	0.0643	0.8163
citronne	0.0698	0.9271
racine	0.0411	0.9271
oignon	0.2380	0.9792
crucifere	0.0939	0.8737
lacte	0.0438	0.8830
fleur_d_arbre	0.0610	0.9043
vin	0.0683	0.9022
fromage	0.0764	0.8889
poire	0.0956	0.9101
banane	0.0903	0.8851
champignon	0.0492	0.9080
cafe	0.0827	0.9412
cacao	0.0584	0.9167
musque	0.0874	0.8481
savon	0.0530	0.8846
beurre	0.0605	0.8961
noix_de_coco	0.0890	0.8421
anise	0.0506	0.8630
pin	0.1013	0.9589
vanille	0.0682	0.9306
jasmin	0.0483	0.9306
ambre	0.0558	0.9583
ail	0.1735	1.0000
musc	0.1020	0.9104
cereale	0.0617	0.8955
peche	0.0487	0.9104
cerise	0.0538	0.8788
violette	0.0419	0.8689
rhum	0.0545	0.8833

Mean Precision: 0.1655
