Label	Precision	Recall
vegetal	0.6686	0.8509
fruite	0.6328	0.8872
frais	0.6488	0.8387
vegetal_vert	0.5942	0.8542
doux	0.4832	0.9290
gras	0.4591	0.9016
floral	0.4839	0.9086
boise	0.4756	0.7960
vert	0.3894	0.8645
aldehyde	0.2982	0.8796
chimique	0.2543	0.9201
empyreumatique	0.3603	0.8607
balsamique	0.2417	0.9411
aldehyde_frais	0.2385	0.8865
fruit_exotique	0.2358	0.9066
herbe	0.2175	0.8820
legume	0.2540	0.8326
fermentaire	0.1940	0.8855
phenole	0.2515	0.8492
epice	0.2097	0.7855
fleur_d_arbuste	0.2105	0.9367
cuit	0.2387	0.8672
terreux	0.1554	0.9077
fruit_sec	0.1662	0.8904
fleur_du_jardin	0.1836	0.9148
agrume	0.2258	0.8519
oleagineux	0.1737	0.9096
lactique	0.1497	0.9313
soufre	0.4537	0.8448
plante_aromatique	0.1537	0.7958
animal	0.1378	0.7815
fruit_a_coque	0.1579	0.8679
moisi	0.1090	0.9147
fruit_a_pepins	0.1533	0.9048
torrefie	0.1704	0.9132
medicinal	0.1684	0.8880
vegetal_sec	0.0991	0.9342
rose	0.1374	0.9330
huile	0.1223	0.8423
lactone	0.1032	0.9231
menthe	0.2012	0.8009
bois	0.1704	0.8238
creme	0.0840	0.9396
boissons_alcoolisees	0.1145	0.9157
sucre_cuit	0.1009	0.9123
baie	0.0771	0.9394
poudre	0.1153	0.8659
viande_cuite	0.1808	0.8701
pomme	0.1201	0.9603
malte	0.0983	0.9400
mielle	0.0856	0.7929
solvant	0.1146	0.8797
ananas	0.0939	0.9612
fruit_rouge	0.0650	0.9612
coumarine	0.0707	0.9528
caramel	0.0968	0.9206
mineral	0.0579	0.8640
resineux	0.1401	0.8306
alliace	0.3183	0.9677
fruit_a_noyau	0.0653	0.9268
metal	0.0599	0.8934
metallique	0.0579	0.8992
peponide	0.0813	0.8636
melon	0.0805	0.8624
brule	0.0969	0.9252
feuille	0.0557	0.8962
alcool_de_fut	0.0784	0.9327
ether	0.0906	0.8824
boisson_fermentee	0.0655	0.9300
camphre	0.1050	0.8600
miel	0.0596	0.8469
citronne	0.0780	0.8542
racine	0.0388	0.9375
oignon	0.2556	0.9579
crucifere	0.0932	0.8511
lacte	0.0429	0.9574
fleur_d_arbre	0.0621	0.8298
vin	0.0670	0.9239
fromage	0.0661	0.9333
poire	0.0798	0.9551
banane	0.0711	0.9310
champignon	0.0483	0.8837
cafe	0.0876	0.9412
cacao	0.0574	0.9405
musque	0.1747	0.8228
savon	0.0551	0.8590
beurre	0.0476	0.9221
noix_de_coco	0.0580	0.9600
anise	0.0403	0.9324
pin	0.1188	0.9178
vanille	0.0742	0.9444
jasmin	0.0522	0.9583
ambre	0.1044	0.8732
ail	0.1856	0.9853
musc	0.1810	0.8507
cereale	0.0625	0.9403
peche	0.0445	0.9701
cerise	0.0427	0.9538
violette	0.0439	0.9344
rhum	0.0474	0.9500

Mean Precision: 0.1664
