Label	Precision	Recall
vegetal	0.6513	0.9073
fruite	0.6281	0.8885
frais	0.6125	0.8967
vegetal_vert	0.5613	0.8887
doux	0.4671	0.9529
gras	0.4471	0.9378
floral	0.4665	0.9057
boise	0.4555	0.8308
vert	0.3613	0.8924
aldehyde	0.2856	0.9016
chimique	0.2419	0.9200
empyreumatique	0.3778	0.8240
balsamique	0.2044	0.9582
aldehyde_frais	0.2305	0.9050
fruit_exotique	0.2220	0.9108
herbe	0.2032	0.9093
legume	0.2528	0.7841
fermentaire	0.1903	0.8678
phenole	0.2448	0.8528
epice	0.1992	0.8345
fleur_d_arbuste	0.2003	0.9056
cuit	0.2555	0.8203
terreux	0.1483	0.9206
fruit_sec	0.1638	0.8743
fleur_du_jardin	0.1686	0.9176
agrume	0.1873	0.8889
oleagineux	0.1659	0.8601
lactique	0.1408	0.9284
soufre	0.4598	0.8483
plante_aromatique	0.1349	0.8526
animal	0.1104	0.7741
fruit_a_coque	0.1638	0.7992
moisi	0.1032	0.9066
fruit_a_pepins	0.1628	0.8929
torrefie	0.1896	0.8719
medicinal	0.1508	0.9008
vegetal_sec	0.0934	0.9430
rose	0.1273	0.9062
huile	0.1074	0.8552
lactone	0.0995	0.9457
menthe	0.1525	0.8483
bois	0.1460	0.8469
creme	0.0755	0.9503
boissons_alcoolisees	0.1052	0.8629
sucre_cuit	0.0947	0.8235
baie	0.0758	0.9337
poudre	0.1087	0.8720
viande_cuite	0.1770	0.8701
pomme	0.1129	0.9735
malte	0.1098	0.8411
mielle	0.1107	0.7929
solvant	0.0911	0.8647
ananas	0.0880	0.9385
fruit_rouge	0.0626	0.9070
coumarine	0.0627	0.9603
caramel	0.0925	0.8880
mineral	0.0571	0.9280
resineux	0.1047	0.8952
alliace	0.3045	0.9431
fruit_a_noyau	0.0667	0.9106
metal	0.0574	0.8843
metallique	0.0560	0.8992
peponide	0.0778	0.8455
melon	0.0767	0.8426
brule	0.0985	0.9065
feuille	0.0533	0.9238
alcool_de_fut	0.0759	0.9135
ether	0.0778	0.9010
boisson_fermentee	0.0601	0.9000
camphre	0.0889	0.9000
miel	0.0793	0.8041
citronne	0.0596	0.9583
racine	0.0381	0.8854
oignon	0.2473	0.9684
crucifere	0.0963	0.7979
lacte	0.0381	0.9468
fleur_d_arbre	0.0641	0.8495
vin	0.0633	0.8804
fromage	0.0643	0.9326
poire	0.0732	0.8989
banane	0.0683	0.9186
champignon	0.0435	0.8953
cafe	0.0799	0.8929
cacao	0.0587	0.9048
musque	0.1103	0.8101
savon	0.0458	0.8701
beurre	0.0416	0.9091
noix_de_coco	0.0391	0.9600
anise	0.0456	0.8378
pin	0.0759	0.9167
vanille	0.0771	0.8750
jasmin	0.0450	0.9306
ambre	0.0784	0.8873
ail	0.1705	0.9853
musc	0.1189	0.8657
cereale	0.0637	0.9104
peche	0.0404	0.9545
cerise	0.0477	0.8923
violette	0.0364	0.9344
rhum	0.0409	0.9167

Mean Precision: 0.1571
