Label	Precision	Recall
vegetal	0.6873	0.8605
fruite	0.6318	0.9102
frais	0.6462	0.8636
vegetal_vert	0.5937	0.8572
doux	0.4741	0.9497
gras	0.4644	0.9140
floral	0.4668	0.9218
boise	0.4467	0.8952
vert	0.3919	0.8766
aldehyde	0.3021	0.8857
chimique	0.2698	0.8950
empyreumatique	0.3687	0.8477
balsamique	0.2200	0.9772
aldehyde_frais	0.2389	0.8931
fruit_exotique	0.2352	0.9108
herbe	0.2119	0.8985
legume	0.2777	0.8348
fermentaire	0.1953	0.9185
phenole	0.2483	0.9136
epice	0.1950	0.8928
fleur_d_arbuste	0.2022	0.9490
cuit	0.2450	0.8307
terreux	0.1663	0.8810
fruit_sec	0.1672	0.9050
fleur_du_jardin	0.1764	0.9290
agrume	0.2118	0.8462
oleagineux	0.1691	0.9018
lactique	0.1484	0.9552
soufre	0.4536	0.8759
plante_aromatique	0.1413	0.8421
animal	0.1300	0.8296
fruit_a_coque	0.1523	0.8485
moisi	0.1104	0.9027
fruit_a_pepins	0.1659	0.9127
torrefie	0.1729	0.9174
medicinal	0.1597	0.9339
vegetal_sec	0.0934	0.9474
rose	0.1317	0.9330
huile	0.1274	0.8190
lactone	0.1086	0.9502
menthe	0.2075	0.8341
bois	0.1665	0.8708
creme	0.0861	0.9613
boissons_alcoolisees	0.1089	0.9143
sucre_cuit	0.0965	0.9412
baie	0.0823	0.9217
poudre	0.1033	0.9085
viande_cuite	0.1922	0.8961
pomme	0.1275	0.9669
malte	0.0995	0.9603
mielle	0.0902	0.8714
solvant	0.1350	0.8722
ananas	0.0964	0.9692
fruit_rouge	0.0719	0.9690
coumarine	0.0733	0.9524
caramel	0.0948	0.9280
mineral	0.0661	0.8720
resineux	0.1359	0.8790
alliace	0.3003	0.9593
fruit_a_noyau	0.0749	0.9350
metal	0.0700	0.8926
metallique	0.0679	0.8908
peponide	0.0845	0.8455
melon	0.0848	0.8519
brule	0.0934	0.9252
feuille	0.0563	0.9048
alcool_de_fut	0.0801	0.9135
ether	0.1086	0.8911
boisson_fermentee	0.0656	0.9700
camphre	0.1346	0.8900
miel	0.0662	0.8969
citronne	0.0797	0.9271
racine	0.0432	0.9375
oignon	0.2593	0.9579
crucifere	0.1025	0.8298
lacte	0.0433	0.9681
fleur_d_arbre	0.0564	0.8817
vin	0.0712	0.9565
fromage	0.0757	0.9326
poire	0.0906	0.8989
banane	0.0789	0.9535
champignon	0.0499	0.8953
cafe	0.0838	0.9405
cacao	0.0567	0.9762
musque	0.1498	0.8608
savon	0.0533	0.8701
beurre	0.0509	0.9221
noix_de_coco	0.0769	0.9200
anise	0.0421	0.9054
pin	0.1151	0.9444
vanille	0.0712	0.9444
jasmin	0.0518	0.9583
ambre	0.0799	0.9437
ail	0.1816	0.9853
musc	0.1432	0.9104
cereale	0.0633	0.9403
peche	0.0474	0.9848
cerise	0.0464	0.9692
violette	0.0495	0.8852
rhum	0.0498	0.9333

Mean Precision: 0.1668
