Label	Precision	Recall
vegetal	0.6581	0.8765
fruite	0.6344	0.8742
frais	0.6267	0.8795
vegetal_vert	0.5749	0.8806
doux	0.4575	0.9673
gras	0.4540	0.9139
floral	0.4636	0.9180
boise	0.4087	0.9355
vert	0.4001	0.8371
aldehyde	0.2935	0.9097
chimique	0.2356	0.9101
empyreumatique	0.3718	0.8372
balsamique	0.2027	0.9924
aldehyde_frais	0.2288	0.9143
fruit_exotique	0.2255	0.8938
herbe	0.2071	0.9142
legume	0.2930	0.7313
fermentaire	0.1905	0.8767
phenole	0.2317	0.8654
epice	0.1948	0.8508
fleur_d_arbuste	0.2003	0.9392
cuit	0.2397	0.8359
terreux	0.1508	0.9129
fruit_sec	0.1660	0.8961
fleur_du_jardin	0.1703	0.9205
agrume	0.2118	0.8661
oleagineux	0.1734	0.8976
lactique	0.1459	0.9313
soufre	0.5410	0.7966
plante_aromatique	0.1305	0.8697
animal	0.1334	0.7667
fruit_a_coque	0.1674	0.8189
moisi	0.1079	0.8992
fruit_a_pepins	0.1582	0.8889
torrefie	0.1784	0.8802
medicinal	0.1472	0.8714
vegetal_sec	0.0875	0.9825
rose	0.1358	0.9107
huile	0.1223	0.8018
lactone	0.0973	0.9457
menthe	0.1594	0.8341
bois	0.1357	0.8619
creme	0.0777	0.9451
boissons_alcoolisees	0.1151	0.8820
sucre_cuit	0.0942	0.8713
baie	0.0727	0.9576
poudre	0.0960	0.9024
viande_cuite	0.2146	0.8377
pomme	0.1268	0.9404
malte	0.1005	0.8933
mielle	0.0788	0.8357
solvant	0.1341	0.7744
ananas	0.0956	0.9302
fruit_rouge	0.0626	0.9147
coumarine	0.0589	0.9449
caramel	0.0867	0.8968
mineral	0.0643	0.8320
resineux	0.1129	0.8710
alliace	0.3333	0.9194
fruit_a_noyau	0.0653	0.9350
metal	0.0659	0.8115
metallique	0.0645	0.8319
peponide	0.0827	0.8364
melon	0.0810	0.8257
brule	0.0917	0.9065
feuille	0.0547	0.8396
alcool_de_fut	0.0797	0.8750
ether	0.0999	0.8333
boisson_fermentee	0.0637	0.8800
camphre	0.0837	0.9100
miel	0.0493	0.8673
citronne	0.0675	0.9375
racine	0.0374	0.9062
oignon	0.2647	0.9474
crucifere	0.1032	0.7872
lacte	0.0422	0.9468
fleur_d_arbre	0.0599	0.8617
vin	0.0659	0.9022
fromage	0.0687	0.9111
poire	0.0859	0.9101
banane	0.0785	0.8621
champignon	0.0558	0.8372
cafe	0.0859	0.9059
cacao	0.0574	0.9048
musque	0.0954	0.8734
savon	0.0473	0.8462
beurre	0.0479	0.9221
noix_de_coco	0.0410	0.9333
anise	0.0366	0.9459
pin	0.0888	0.9452
vanille	0.0626	0.9167
jasmin	0.0420	0.9861
ambre	0.0730	0.9437
ail	0.2062	0.9706
musc	0.0998	0.9254
cereale	0.0629	0.8955
peche	0.0417	0.9701
cerise	0.0452	0.9077
violette	0.0389	0.9180
rhum	0.0465	0.9167

Mean Precision: 0.1607
