Label	Precision	Recall
vegetal	0.6438	0.9068
fruite	0.5794	0.9572
frais	0.5976	0.9026
vegetal_vert	0.5526	0.8905
doux	0.4566	0.9592
gras	0.4347	0.9352
floral	0.4482	0.9189
boise	0.4425	0.8219
vert	0.3421	0.9376
aldehyde	0.2813	0.9049
chimique	0.2140	0.9883
empyreumatique	0.3513	0.8322
balsamique	0.2019	0.9886
aldehyde_frais	0.2241	0.9272
fruit_exotique	0.2009	0.9406
herbe	0.2047	0.9183
legume	0.2302	0.8238
fermentaire	0.1650	0.9487
phenole	0.2353	0.8747
epice	0.1787	0.8946
fleur_d_arbuste	0.1863	0.9443
cuit	0.2177	0.8438
terreux	0.1316	0.9894
fruit_sec	0.1560	0.8579
fleur_du_jardin	0.1593	0.9403
agrume	0.1847	0.8847
oleagineux	0.1462	0.9015
lactique	0.1312	0.9551
soufre	0.4700	0.8103
plante_aromatique	0.1654	0.7117
animal	0.1105	0.8370
fruit_a_coque	0.1481	0.8226
moisi	0.0924	0.9805
fruit_a_pepins	0.1258	0.9563
torrefie	0.1812	0.8926
medicinal	0.1429	0.8880
vegetal_sec	0.0893	0.9474
rose	0.1136	0.9330
huile	0.1185	0.8733
lactone	0.0886	0.9545
menthe	0.1858	0.7583
bois	0.1911	0.7560
creme	0.0705	0.9780
boissons_alcoolisees	0.0946	0.9274
sucre_cuit	0.0853	0.8765
baie	0.0648	0.9581
poudre	0.0976	0.8841
viande_cuite	0.1745	0.8182
pomme	0.0929	0.9801
malte	0.1008	0.8933
mielle	0.0786	0.8786
solvant	0.0822	0.8864
ananas	0.0704	0.9380
fruit_rouge	0.0487	0.9844
coumarine	0.0512	0.9680
caramel	0.0789	0.9200
mineral	0.0507	0.9677
resineux	0.1396	0.7984
alliace	0.3118	0.9355
fruit_a_noyau	0.0555	0.9431
metal	0.0504	0.9504
metallique	0.0474	0.9748
peponide	0.0649	0.8636
melon	0.0604	0.9174
brule	0.0914	0.9065
feuille	0.0434	0.9619
alcool_de_fut	0.0659	0.9135
ether	0.0694	0.8911
boisson_fermentee	0.0482	0.9500
camphre	0.1155	0.8400
miel	0.0532	0.8763
citronne	0.0588	0.9271
racine	0.0344	0.9688
oignon	0.2459	0.9474
crucifere	0.0793	0.8191
lacte	0.0387	0.9032
fleur_d_arbre	0.0496	0.8495
vin	0.0514	0.9565
fromage	0.0588	0.9213
poire	0.0590	0.9432
banane	0.0526	0.9302
champignon	0.0401	0.9186
cafe	0.0814	0.9176
cacao	0.0527	0.9524
musque	0.1551	0.7089
savon	0.0400	0.9091
beurre	0.0401	0.9474
noix_de_coco	0.0330	0.9600
anise	0.0351	0.8904
pin	0.0965	0.8767
vanille	0.0516	0.8611
jasmin	0.0412	0.9444
ambre	0.0856	0.8732
ail	0.1846	0.9853
musc	0.1746	0.8209
cereale	0.0605	0.8806
peche	0.0326	0.9394
cerise	0.0277	0.9848
violette	0.0345	0.9333
rhum	0.0371	0.9000

Mean Precision: 0.1501
