Label	Precision	Recall
vegetal	0.6703	0.8746
fruite	0.6226	0.9300
frais	0.6357	0.8842
vegetal_vert	0.5782	0.8737
doux	0.4541	0.9753
gras	0.4822	0.8313
floral	0.4355	0.9386
boise	0.4053	0.9385
vert	0.3818	0.8831
aldehyde	0.2891	0.8906
chimique	0.2438	0.9251
empyreumatique	0.3881	0.8260
balsamique	0.2045	0.9905
aldehyde_frais	0.2284	0.9149
fruit_exotique	0.2248	0.9174
herbe	0.2039	0.9095
legume	0.2862	0.7692
fermentaire	0.1923	0.8711
phenole	0.2409	0.8767
epice	0.1856	0.9114
fleur_d_arbuste	0.1845	0.9646
cuit	0.2468	0.8094
terreux	0.1552	0.8810
fruit_sec	0.1753	0.8528
fleur_du_jardin	0.1639	0.9574
agrume	0.2016	0.8746
oleagineux	0.1869	0.8563
lactique	0.1514	0.9069
soufre	0.5000	0.8041
plante_aromatique	0.1357	0.8772
animal	0.1416	0.7232
fruit_a_coque	0.1599	0.8491
moisi	0.1109	0.8721
fruit_a_pepins	0.1445	0.9484
torrefie	0.1880	0.8889
medicinal	0.1504	0.9215
vegetal_sec	0.0941	0.9561
rose	0.1149	0.9554
huile	0.1440	0.7613
lactone	0.1014	0.9231
menthe	0.1855	0.8246
bois	0.1490	0.8524
creme	0.0799	0.9006
boissons_alcoolisees	0.1246	0.9086
sucre_cuit	0.0820	0.9708
baie	0.0672	0.9521
poudre	0.0867	0.9329
viande_cuite	0.2003	0.8710
pomme	0.1149	0.9669
malte	0.0991	0.9404
mielle	0.0717	0.9500
solvant	0.1653	0.7744
ananas	0.0926	0.9692
fruit_rouge	0.0541	0.9845
coumarine	0.0750	0.9291
caramel	0.0891	0.9048
mineral	0.0610	0.8640
resineux	0.1285	0.8468
alliace	0.3474	0.9274
fruit_a_noyau	0.0677	0.9593
metal	0.0618	0.8607
metallique	0.0585	0.8583
peponide	0.0621	0.9099
melon	0.0602	0.8807
brule	0.1114	0.9533
feuille	0.0525	0.9528
alcool_de_fut	0.0919	0.9327
ether	0.1198	0.8529
boisson_fermentee	0.0640	0.9100
camphre	0.1152	0.9100
miel	0.0475	0.9490
citronne	0.0639	0.8958
racine	0.0371	0.9688
oignon	0.2773	0.9368
crucifere	0.0991	0.8316
lacte	0.0442	0.9140
fleur_d_arbre	0.0491	0.9362
vin	0.0666	0.9348
fromage	0.0775	0.8667
poire	0.0765	0.9326
banane	0.0731	0.9651
champignon	0.0610	0.8736
cafe	0.0963	0.9176
cacao	0.0544	0.9405
musque	0.1486	0.8250
savon	0.0522	0.8846
beurre	0.0547	0.9221
noix_de_coco	0.0767	0.8800
anise	0.0344	0.9865
pin	0.1047	0.8904
vanille	0.0593	0.9444
jasmin	0.0504	0.9444
ambre	0.0662	0.9437
ail	0.2050	0.9559
musc	0.1435	0.9118
cereale	0.0691	0.8824
peche	0.0419	0.9697
cerise	0.0369	1.0000
violette	0.0383	0.9344
rhum	0.0467	0.9000

Mean Precision: 0.1630
