Label	Precision	Recall
vegetal	0.6522	0.9125
fruite	0.6442	0.8815
frais	0.6239	0.8829
vegetal_vert	0.5738	0.8863
doux	0.4873	0.9185
gras	0.4892	0.7992
floral	0.4726	0.9047
boise	0.4560	0.8633
vert	0.3882	0.8898
aldehyde	0.2950	0.8938
chimique	0.2520	0.9250
empyreumatique	0.3715	0.8389
balsamique	0.2409	0.9259
aldehyde_frais	0.2313	0.9075
fruit_exotique	0.2252	0.9172
herbe	0.2060	0.9032
legume	0.2676	0.8458
fermentaire	0.1956	0.8884
phenole	0.2436	0.9049
epice	0.1986	0.8689
fleur_d_arbuste	0.2179	0.9266
cuit	0.2335	0.8281
terreux	0.1488	0.9524
fruit_sec	0.2089	0.7688
fleur_du_jardin	0.1792	0.9318
agrume	0.1934	0.8905
oleagineux	0.2227	0.7552
lactique	0.1757	0.8413
soufre	0.4061	0.8724
plante_aromatique	0.1473	0.8327
animal	0.1267	0.8370
fruit_a_coque	0.1758	0.7887
moisi	0.1062	0.9027
fruit_a_pepins	0.1604	0.9365
torrefie	0.1885	0.9215
medicinal	0.1523	0.9336
vegetal_sec	0.1203	0.8333
rose	0.1400	0.9196
huile	0.1459	0.7828
lactone	0.1394	0.8273
menthe	0.1627	0.8768
bois	0.1560	0.8421
creme	0.0985	0.8352
boissons_alcoolisees	0.1156	0.8883
sucre_cuit	0.1032	0.8647
baie	0.0732	0.9641
poudre	0.1006	0.8963
viande_cuite	0.2044	0.8442
pomme	0.1198	0.9868
malte	0.1102	0.9267
mielle	0.1182	0.8429
solvant	0.1246	0.8939
ananas	0.0998	0.9225
fruit_rouge	0.0646	0.9453
coumarine	0.1250	0.7680
caramel	0.1053	0.8800
mineral	0.0608	0.8629
resineux	0.1172	0.9032
alliace	0.3053	0.9677
fruit_a_noyau	0.0753	0.9431
metal	0.0607	0.8430
metallique	0.0597	0.8403
peponide	0.0772	0.8909
melon	0.0782	0.8807
brule	0.0983	0.9159
feuille	0.0535	0.9619
alcool_de_fut	0.0837	0.8654
ether	0.1110	0.9010
boisson_fermentee	0.0665	0.9500
camphre	0.0988	0.9100
miel	0.0745	0.8351
citronne	0.0627	0.9167
racine	0.0393	0.9583
oignon	0.2396	0.9684
crucifere	0.0831	0.8936
lacte	0.0585	0.8387
fleur_d_arbre	0.0801	0.8172
vin	0.0671	0.9565
fromage	0.0741	0.9213
poire	0.0758	0.9205
banane	0.0788	0.9651
champignon	0.0503	0.8953
cafe	0.0955	0.9529
cacao	0.0596	0.9167
musque	0.1372	0.8354
savon	0.0466	0.8961
beurre	0.0622	0.9211
noix_de_coco	0.1213	0.8267
anise	0.0421	0.9178
pin	0.0848	0.9452
vanille	0.0772	0.8611
jasmin	0.0594	0.9306
ambre	0.0737	0.9296
ail	0.1749	0.9853
musc	0.1374	0.9104
cereale	0.0741	0.9254
peche	0.0455	0.9545
cerise	0.0454	0.9545
violette	0.0452	0.9333
rhum	0.0512	0.8500

Mean Precision: 0.1675
