Label	Precision	Recall
vegetal	0.6239	0.9472
fruite	0.5887	0.9269
frais	0.5865	0.9217
vegetal_vert	0.5406	0.9160
doux	0.4477	0.9825
gras	0.4274	0.9836
floral	0.4119	0.9565
boise	0.3822	0.9394
vert	0.3343	0.9465
aldehyde	0.2742	0.9366
chimique	0.2075	0.9750
empyreumatique	0.3540	0.8294
balsamique	0.1927	0.9962
aldehyde_frais	0.2090	0.9426
fruit_exotique	0.1981	0.9364
herbe	0.1876	0.9547
legume	0.2153	0.8484
fermentaire	0.1563	0.9556
phenole	0.2152	0.8977
epice	0.1651	0.9790
fleur_d_arbuste	0.1571	0.9798
cuit	0.2241	0.7859
terreux	0.1295	0.9947
fruit_sec	0.1455	0.8722
fleur_du_jardin	0.1436	0.9801
agrume	0.1760	0.9231
oleagineux	0.1594	0.8024
lactique	0.1237	0.9640
soufre	0.4077	0.8351
plante_aromatique	0.1073	0.9614
animal	0.0959	0.9705
fruit_a_coque	0.1406	0.7962
moisi	0.0899	0.9729
fruit_a_pepins	0.1288	0.8889
torrefie	0.1702	0.8560
medicinal	0.1216	0.8678
vegetal_sec	0.0870	0.9737
rose	0.0948	0.9866
huile	0.0949	0.8964
lactone	0.0837	0.9910
menthe	0.1115	0.8910
bois	0.1193	0.8571
creme	0.0639	0.9890
boissons_alcoolisees	0.1145	0.8057
sucre_cuit	0.0809	0.8480
baie	0.0608	0.9820
poudre	0.0839	0.9207
viande_cuite	0.1457	0.8581
pomme	0.1021	0.9139
malte	0.0911	0.9139
mielle	0.0666	0.8500
solvant	0.0913	0.8421
ananas	0.0690	0.8615
fruit_rouge	0.0454	0.9922
coumarine	0.0468	0.9843
caramel	0.0735	0.8492
mineral	0.0434	0.9840
resineux	0.0862	0.9274
alliace	0.1931	0.9516
fruit_a_noyau	0.0512	0.9756
metal	0.0493	0.9754
metallique	0.0417	0.9917
peponide	0.0636	0.7658
melon	0.0564	0.8165
brule	0.0831	0.9252
feuille	0.0415	0.9717
alcool_de_fut	0.0762	0.8846
ether	0.0821	0.8333
boisson_fermentee	0.0498	0.8900
camphre	0.0634	0.9500
miel	0.0472	0.8367
citronne	0.0504	0.9479
racine	0.0336	0.9792
oignon	0.1779	0.9474
crucifere	0.0855	0.7895
lacte	0.0316	0.9677
fleur_d_arbre	0.0451	0.9255
vin	0.0515	0.8261
fromage	0.0627	0.8444
poire	0.0631	0.8764
banane	0.0580	0.8488
champignon	0.0395	0.8966
cafe	0.0650	0.9765
cacao	0.0446	0.9405
musque	0.0526	0.8875
savon	0.0501	0.7821
beurre	0.0334	0.9740
noix_de_coco	0.0298	1.0000
anise	0.0311	0.8514
pin	0.0535	0.9452
vanille	0.0378	0.8889
jasmin	0.0327	0.9583
ambre	0.0658	0.9014
ail	0.1243	0.9706
musc	0.0447	0.9412
cereale	0.0482	0.9118
peche	0.0303	0.9545
cerise	0.0272	0.8788
violette	0.0309	0.9344
rhum	0.0423	0.8500

Mean Precision: 0.1354
