Label	Precision	Recall
vegetal	0.6652	0.8807
fruite	0.6637	0.7989
frais	0.6307	0.8611
vegetal_vert	0.5717	0.8763
doux	0.4713	0.9377
gras	0.4923	0.7875
floral	0.4538	0.8941
boise	0.4354	0.8571
vert	0.3896	0.8521
aldehyde	0.2815	0.9062
chimique	0.2322	0.9545
empyreumatique	0.3618	0.8526
balsamique	0.2281	0.9108
aldehyde_frais	0.2182	0.9260
fruit_exotique	0.2417	0.8705
herbe	0.1990	0.9270
legume	0.2363	0.8220
fermentaire	0.1964	0.8414
phenole	0.2201	0.9213
epice	0.1829	0.9047
fleur_d_arbuste	0.2044	0.8964
cuit	0.2286	0.8675
terreux	0.1424	0.9525
fruit_sec	0.2050	0.7354
fleur_du_jardin	0.1638	0.9290
agrume	0.1929	0.8892
oleagineux	0.2116	0.7612
lactique	0.1750	0.8627
soufre	0.3735	0.8832
plante_aromatique	0.1358	0.8807
animal	0.1091	0.8819
fruit_a_coque	0.1554	0.8000
moisi	0.1072	0.8411
fruit_a_pepins	0.1705	0.8730
torrefie	0.1806	0.9218
medicinal	0.1332	0.9545
vegetal_sec	0.1178	0.8333
rose	0.1338	0.9286
huile	0.1421	0.7703
lactone	0.1184	0.8733
menthe	0.1347	0.8962
bois	0.1374	0.8905
creme	0.1016	0.8242
boissons_alcoolisees	0.1211	0.8418
sucre_cuit	0.0992	0.8412
baie	0.0706	0.9461
poudre	0.0929	0.9146
viande_cuite	0.1815	0.8710
pomme	0.1301	0.9013
malte	0.1018	0.8733
mielle	0.0856	0.8714
solvant	0.1299	0.8045
ananas	0.0870	0.9308
fruit_rouge	0.0613	0.9922
coumarine	0.1118	0.7559
caramel	0.0986	0.8571
mineral	0.0559	0.9120
resineux	0.1004	0.8871
alliace	0.2920	0.9600
fruit_a_noyau	0.0749	0.9032
metal	0.0587	0.9180
metallique	0.0586	0.9244
peponide	0.0779	0.8468
melon	0.0783	0.8532
brule	0.0907	0.9352
feuille	0.0500	0.9340
alcool_de_fut	0.0881	0.8654
ether	0.1101	0.8235
boisson_fermentee	0.0658	0.8300
camphre	0.0733	0.8800
miel	0.0595	0.8878
citronne	0.0680	0.9479
racine	0.0363	0.9688
oignon	0.2521	0.9583
crucifere	0.0835	0.8421
lacte	0.0513	0.7872
fleur_d_arbre	0.0537	0.8830
vin	0.0653	0.8587
fromage	0.0757	0.8667
poire	0.0874	0.9101
banane	0.0777	0.8851
champignon	0.0528	0.8046
cafe	0.0752	0.9294
cacao	0.0598	0.9048
musque	0.0786	0.8228
savon	0.0516	0.8846
beurre	0.0574	0.8312
noix_de_coco	0.1718	0.7368
anise	0.0407	0.8904
pin	0.0748	0.9178
vanille	0.0685	0.9167
jasmin	0.0575	0.8194
ambre	0.0762	0.9444
ail	0.1884	1.0000
musc	0.0814	0.8955
cereale	0.0548	0.8806
peche	0.0518	0.8657
cerise	0.0403	0.9545
violette	0.0387	0.9508
rhum	0.0472	0.8833

Mean Precision: 0.1607
