Label	Precision	Recall
vegetal	0.6241	0.9463
fruite	0.5695	0.9827
frais	0.5778	0.9605
vegetal_vert	0.5311	0.9272
doux	0.4503	0.9792
gras	0.4242	0.9828
floral	0.4242	0.9444
boise	0.4238	0.8952
vert	0.3180	0.9717
aldehyde	0.2846	0.9079
chimique	0.2146	0.9867
empyreumatique	0.3218	0.8782
balsamique	0.1990	0.9905
aldehyde_frais	0.2197	0.9327
fruit_exotique	0.1738	0.9724
herbe	0.1887	0.9482
legume	0.2359	0.8282
fermentaire	0.1614	0.9780
phenole	0.2367	0.8738
epice	0.1754	0.9301
fleur_d_arbuste	0.1760	0.9719
cuit	0.2101	0.8776
terreux	0.1396	0.9735
fruit_sec	0.1281	0.9944
fleur_du_jardin	0.1493	0.9659
agrume	0.1850	0.8604
oleagineux	0.1299	0.9673
lactique	0.1171	0.9910
soufre	0.5884	0.8034
plante_aromatique	0.1328	0.8702
animal	0.1662	0.4889
fruit_a_coque	0.1339	0.8864
moisi	0.0956	0.9805
fruit_a_pepins	0.1126	0.9881
torrefie	0.1633	0.9091
medicinal	0.1438	0.8967
vegetal_sec	0.0855	0.9825
rose	0.1097	0.9464
huile	0.0989	0.9005
lactone	0.0856	0.9864
menthe	0.2122	0.6919
bois	0.2131	0.7177
creme	0.0646	0.9834
boissons_alcoolisees	0.0733	0.9771
sucre_cuit	0.0643	0.9882
baie	0.0600	0.9880
poudre	0.1088	0.8537
viande_cuite	0.2252	0.8117
pomme	0.0860	0.9801
malte	0.0884	0.9470
mielle	0.0670	0.9214
solvant	0.0831	0.8571
ananas	0.0571	0.9923
fruit_rouge	0.0474	0.9922
coumarine	0.0494	0.9841
caramel	0.0547	0.9680
mineral	0.0546	0.9120
resineux	0.1807	0.7419
alliace	0.3343	0.9106
fruit_a_noyau	0.0513	0.9593
metal	0.0509	0.9421
metallique	0.0495	0.9328
peponide	0.0561	0.9000
melon	0.0559	0.9167
brule	0.0909	0.9346
feuille	0.0398	0.9810
alcool_de_fut	0.0585	0.9327
ether	0.0709	0.8911
boisson_fermentee	0.0421	0.9900
camphre	0.1809	0.7400
miel	0.0465	0.9278
citronne	0.0589	0.9479
racine	0.0341	0.9896
oignon	0.2776	0.9263
crucifere	0.0918	0.7872
lacte	0.0328	0.9894
fleur_d_arbre	0.0521	0.8817
vin	0.0420	0.9891
fromage	0.0588	0.9326
poire	0.0600	0.9326
banane	0.0459	0.9419
champignon	0.0310	0.9767
cafe	0.0885	0.8929
cacao	0.0449	0.9762
musque	0.3966	0.5823
savon	0.0495	0.8442
beurre	0.0321	0.9870
noix_de_coco	0.0322	0.9867
anise	0.0352	0.9054
pin	0.1161	0.7917
vanille	0.0602	0.9028
jasmin	0.0346	1.0000
ambre	0.1268	0.6056
ail	0.2184	0.9412
musc	0.3826	0.6567
cereale	0.0657	0.9254
peche	0.0333	0.9697
cerise	0.0284	1.0000
violette	0.0339	0.9344
rhum	0.0272	1.0000

Mean Precision: 0.1541
