Label	Precision	Recall
vegetal	0.6014	0.9983
fruite	0.5520	0.9938
frais	0.5336	0.9975
vegetal_vert	0.4796	0.9979
doux	0.4245	1.0000
gras	0.4143	0.9951
floral	0.3609	1.0000
boise	0.3523	1.0000
vert	0.3023	0.9921
aldehyde	0.2205	0.9810
chimique	0.2049	0.9983
empyreumatique	0.2235	0.9662
balsamique	0.1782	1.0000
aldehyde_frais	0.1733	0.9881
fruit_exotique	0.1660	0.9915
herbe	0.1576	0.9978
legume	0.1547	0.9934
fermentaire	0.1582	0.9846
phenole	0.1463	0.9977
epice	0.1504	0.9580
fleur_d_arbuste	0.1349	0.9949
cuit	0.1352	1.0000
terreux	0.1303	1.0000
fruit_sec	0.1262	0.9944
fleur_du_jardin	0.1220	0.9943
agrume	0.1348	0.9858
oleagineux	0.1270	0.9196
lactique	0.1130	0.9881
soufre	0.1092	0.9828
plante_aromatique	0.0967	0.9930
animal	0.0915	1.0000
fruit_a_coque	0.0898	1.0000
moisi	0.0882	0.9961
fruit_a_pepins	0.0876	1.0000
torrefie	0.0822	0.9959
medicinal	0.1064	0.9669
vegetal_sec	0.0774	1.0000
rose	0.0772	0.9955
huile	0.0758	0.9955
lactone	0.0753	0.9910
menthe	0.0820	0.9810
bois	0.0730	0.9952
creme	0.0621	0.9945
boissons_alcoolisees	0.0646	0.9886
sucre_cuit	0.0588	0.9941
baie	0.0574	1.0000
poudre	0.0556	1.0000
viande_cuite	0.0546	0.9935
pomme	0.0558	1.0000
malte	0.0512	1.0000
mielle	0.0476	1.0000
solvant	0.0454	1.0000
ananas	0.0444	1.0000
fruit_rouge	0.0447	1.0000
coumarine	0.0436	1.0000
caramel	0.0462	0.9920
mineral	0.0427	1.0000
resineux	0.0432	1.0000
alliace	0.0452	0.9919
fruit_a_noyau	0.0421	1.0000
metal	0.0414	1.0000
metallique	0.0409	1.0000
peponide	0.0468	0.9545
melon	0.0381	0.9907
brule	0.0394	0.9813
feuille	0.0356	1.0000
alcool_de_fut	0.0356	1.0000
ether	0.0530	0.9604
boisson_fermentee	0.0340	1.0000
camphre	0.0348	1.0000
miel	0.0329	1.0000
citronne	0.0327	1.0000
racine	0.0336	0.9896
oignon	0.0428	0.9895
crucifere	0.0336	0.9894
lacte	0.0319	1.0000
fleur_d_arbre	0.0316	1.0000
vin	0.0312	1.0000
fromage	0.0303	1.0000
poire	0.0346	0.9888
banane	0.0422	0.9535
champignon	0.0293	1.0000
cafe	0.0288	1.0000
cacao	0.0285	1.0000
musque	0.0268	1.0000
savon	0.0395	0.8571
beurre	0.0289	0.9870
noix_de_coco	0.0266	1.0000
anise	0.0256	1.0000
pin	0.0271	1.0000
vanille	0.0245	1.0000
jasmin	0.0249	1.0000
ambre	0.0262	1.0000
ail	0.0245	1.0000
musc	0.0234	0.9851
cereale	0.0265	0.9851
peche	0.0227	1.0000
cerise	0.0222	1.0000
violette	0.0223	1.0000
rhum	0.0209	1.0000

Mean Precision: 0.1037
