Label	AUC-ROC
vegetal	0.7002
fruite	0.7290
frais	0.7234
vegetal_vert	0.7362
doux	0.7009
gras	0.6548
floral	0.7641
boise	0.7024
vert	0.7155
aldehyde	0.7550
chimique	0.6455
empyreumatique	0.7903
balsamique	0.6571
aldehyde_frais	0.7379
fruit_exotique	0.7433
herbe	0.7154
legume	0.7638
fermentaire	0.6514
phenole	0.7786
epice	0.7009
fleur_d_arbuste	0.7048
cuit	0.7695
terreux	0.6560
fruit_sec	0.7178
fleur_du_jardin	0.7359
agrume	0.8017
oleagineux	0.7336
lactique	0.6569
soufre	0.8902
plante_aromatique	0.7218
animal	0.7084
fruit_a_coque	0.8038
moisi	0.6627
fruit_a_pepins	0.7619
torrefie	0.7744
medicinal	0.8040
vegetal_sec	0.6399
rose	0.7290
huile	0.7273
lactone	0.6640
menthe	0.8316
bois	0.8078
creme	0.6356
boissons_alcoolisees	0.7876
sucre_cuit	0.7880
baie	0.7148
poudre	0.7898
viande_cuite	0.8369
pomme	0.8187
malte	0.7726
mielle	0.7992
solvant	0.7684
ananas	0.8001
fruit_rouge	0.7079
coumarine	0.6360
caramel	0.8470
mineral	0.6864
resineux	0.8651
alliace	0.9652
fruit_a_noyau	0.7324
metal	0.7084
metallique	0.7020
peponide	0.8016
melon	0.8019
brule	0.8577
feuille	0.6523
alcool_de_fut	0.8116
ether	0.8408
boisson_fermentee	0.7546
camphre	0.9096
miel	0.7564
citronne	0.8135
racine	0.5654
oignon	0.9764
crucifere	0.7686
lacte	0.6345
fleur_d_arbre	0.7645
vin	0.7724
fromage	0.7970
poire	0.8184
banane	0.8465
champignon	0.6244
cafe	0.8442
cacao	0.6888
musque	0.9499
savon	0.7747
beurre	0.7767
noix_de_coco	0.6923
anise	0.6264
pin	0.9279
vanille	0.8759
jasmin	0.8302
ambre	0.8625
ail	0.9720
musc	0.9803
cereale	0.8848
peche	0.7432
cerise	0.7774
violette	0.8334
rhum	0.8103
