Label	AUC-ROC
vegetal	0.6741
fruite	0.7322
frais	0.7201
vegetal_vert	0.7033
doux	0.6783
gras	0.6243
floral	0.7327
boise	0.7440
vert	0.7320
aldehyde	0.7109
chimique	0.6684
empyreumatique	0.7918
balsamique	0.7308
aldehyde_frais	0.7089
fruit_exotique	0.7603
herbe	0.6985
legume	0.7954
fermentaire	0.6810
phenole	0.7532
epice	0.7096
fleur_d_arbuste	0.7635
cuit	0.7753
terreux	0.6719
fruit_sec	0.7431
fleur_du_jardin	0.7125
agrume	0.7494
oleagineux	0.7565
lactique	0.7233
soufre	0.9446
plante_aromatique	0.7515
animal	0.6427
fruit_a_coque	0.7868
moisi	0.6345
fruit_a_pepins	0.8650
torrefie	0.8462
medicinal	0.7800
vegetal_sec	0.6618
rose	0.8543
huile	0.7037
lactone	0.6667
menthe	0.8204
bois	0.8567
creme	0.7348
boissons_alcoolisees	0.7058
sucre_cuit	0.7995
baie	0.6470
poudre	0.8020
viande_cuite	0.8340
pomme	0.9165
malte	0.8574
mielle	0.7849
solvant	0.7891
ananas	0.8688
fruit_rouge	0.6924
coumarine	0.7425
caramel	0.8387
mineral	0.6968
resineux	0.8937
alliace	0.9647
fruit_a_noyau	0.7140
metal	0.7151
metallique	0.7138
peponide	0.9298
melon	0.9287
brule	0.8043
feuille	0.6580
alcool_de_fut	0.6941
ether	0.8274
boisson_fermentee	0.7377
camphre	0.8466
miel	0.7796
citronne	0.7940
racine	0.7099
oignon	0.9648
crucifere	0.9045
lacte	0.6374
fleur_d_arbre	0.8103
vin	0.7816
fromage	0.8630
poire	0.9323
banane	0.8991
champignon	0.7160
cafe	0.8301
cacao	0.8682
musque	0.8591
savon	0.8394
beurre	0.8240
noix_de_coco	0.8208
anise	0.7421
pin	0.8889
vanille	0.8785
jasmin	0.8002
ambre	0.9159
ail	0.9703
musc	0.8675
cereale	0.8813
peche	0.7999
cerise	0.7687
violette	0.8449
rhum	0.7479
