Label	AUC-ROC
vegetal	0.6624
fruite	0.7350
frais	0.7326
vegetal_vert	0.7128
doux	0.6545
gras	0.6598
floral	0.7520
boise	0.6975
vert	0.7097
aldehyde	0.7180
chimique	0.6685
empyreumatique	0.8069
balsamique	0.6666
aldehyde_frais	0.7201
fruit_exotique	0.7439
herbe	0.7085
legume	0.7412
fermentaire	0.6667
phenole	0.7488
epice	0.6765
fleur_d_arbuste	0.7659
cuit	0.7682
terreux	0.5794
fruit_sec	0.6911
fleur_du_jardin	0.7245
agrume	0.8183
oleagineux	0.7382
lactique	0.6903
soufre	0.9007
plante_aromatique	0.7374
animal	0.6909
fruit_a_coque	0.7574
moisi	0.6336
fruit_a_pepins	0.8105
torrefie	0.8333
medicinal	0.7730
vegetal_sec	0.6959
rose	0.7972
huile	0.7480
lactone	0.7265
menthe	0.8420
bois	0.8053
creme	0.6693
boissons_alcoolisees	0.8442
sucre_cuit	0.7608
baie	0.6376
poudre	0.7670
viande_cuite	0.8723
pomme	0.8666
malte	0.7920
mielle	0.7356
solvant	0.9053
ananas	0.8472
fruit_rouge	0.6572
coumarine	0.7283
caramel	0.8297
mineral	0.6373
resineux	0.8455
alliace	0.9721
fruit_a_noyau	0.7728
metal	0.6490
metallique	0.6382
peponide	0.7618
melon	0.7598
brule	0.8611
feuille	0.7205
alcool_de_fut	0.8819
ether	0.9041
boisson_fermentee	0.8295
camphre	0.8345
miel	0.7186
citronne	0.7572
racine	0.5253
oignon	0.9628
crucifere	0.8015
lacte	0.7320
fleur_d_arbre	0.7700
vin	0.8284
fromage	0.7736
poire	0.8806
banane	0.8386
champignon	0.7458
cafe	0.8743
cacao	0.7757
musque	0.8820
savon	0.7220
beurre	0.7570
noix_de_coco	0.8541
anise	0.7188
pin	0.9131
vanille	0.7749
jasmin	0.8032
ambre	0.9435
ail	0.9690
musc	0.9344
cereale	0.8029
peche	0.7914
cerise	0.7602
violette	0.8415
rhum	0.8338
