Label	AUC-ROC
vegetal	0.6627
fruite	0.7335
frais	0.7412
vegetal_vert	0.7161
doux	0.6698
gras	0.6700
floral	0.7493
boise	0.7105
vert	0.7158
aldehyde	0.7215
chimique	0.6940
empyreumatique	0.8176
balsamique	0.7042
aldehyde_frais	0.7271
fruit_exotique	0.7455
herbe	0.7164
legume	0.7501
fermentaire	0.6838
phenole	0.7668
epice	0.6908
fleur_d_arbuste	0.7734
cuit	0.7744
terreux	0.6069
fruit_sec	0.7191
fleur_du_jardin	0.7377
agrume	0.8323
oleagineux	0.7734
lactique	0.7155
soufre	0.9044
plante_aromatique	0.7065
animal	0.7194
fruit_a_coque	0.7695
moisi	0.6583
fruit_a_pepins	0.8260
torrefie	0.8486
medicinal	0.8076
vegetal_sec	0.7138
rose	0.8062
huile	0.7742
lactone	0.7532
menthe	0.8522
bois	0.7973
creme	0.7157
boissons_alcoolisees	0.8420
sucre_cuit	0.7815
baie	0.6923
poudre	0.7763
viande_cuite	0.8807
pomme	0.8851
malte	0.7993
mielle	0.7332
solvant	0.9111
ananas	0.8382
fruit_rouge	0.7000
coumarine	0.7995
caramel	0.8440
mineral	0.6041
resineux	0.8452
alliace	0.9738
fruit_a_noyau	0.7612
metal	0.6170
metallique	0.6015
peponide	0.7857
melon	0.7838
brule	0.8805
feuille	0.7269
alcool_de_fut	0.8799
ether	0.9238
boisson_fermentee	0.8184
camphre	0.8387
miel	0.7299
citronne	0.7701
racine	0.5010
oignon	0.9629
crucifere	0.8071
lacte	0.7137
fleur_d_arbre	0.7767
vin	0.8202
fromage	0.7852
poire	0.9032
banane	0.8616
champignon	0.7655
cafe	0.8736
cacao	0.7932
musque	0.9030
savon	0.7305
beurre	0.8082
noix_de_coco	0.9134
anise	0.7244
pin	0.9092
vanille	0.8036
jasmin	0.8185
ambre	0.9538
ail	0.9695
musc	0.9349
cereale	0.8206
peche	0.7685
cerise	0.7587
violette	0.8098
rhum	0.8522
