Label	AUC-ROC
vegetal	0.6469
fruite	0.7500
frais	0.7100
vegetal_vert	0.6922
doux	0.7301
gras	0.6979
floral	0.7506
boise	0.7271
vert	0.6943
aldehyde	0.6996
chimique	0.7179
empyreumatique	0.8595
balsamique	0.7451
aldehyde_frais	0.6702
fruit_exotique	0.7633
herbe	0.6691
legume	0.7522
fermentaire	0.6781
phenole	0.8178
epice	0.7393
fleur_d_arbuste	0.7497
cuit	0.8581
terreux	0.6631
fruit_sec	0.7762
fleur_du_jardin	0.7055
agrume	0.7884
oleagineux	0.7983
lactique	0.7177
soufre	0.9514
plante_aromatique	0.7039
animal	0.7328
fruit_a_coque	0.7784
moisi	0.6766
fruit_a_pepins	0.8508
torrefie	0.8570
medicinal	0.8349
vegetal_sec	0.7017
rose	0.7391
huile	0.6960
lactone	0.7678
menthe	0.8452
bois	0.7870
creme	0.7534
boissons_alcoolisees	0.8291
sucre_cuit	0.8088
baie	0.6599
poudre	0.7852
viande_cuite	0.9478
pomme	0.8954
malte	0.7943
mielle	0.7607
solvant	0.8841
ananas	0.8378
fruit_rouge	0.8118
coumarine	0.8174
caramel	0.8366
mineral	0.6996
resineux	0.8449
alliace	0.9725
fruit_a_noyau	0.8153
metal	0.7197
metallique	0.7077
peponide	0.7581
melon	0.7529
brule	0.8625
feuille	0.7027
alcool_de_fut	0.8870
ether	0.8863
boisson_fermentee	0.7906
camphre	0.8794
miel	0.8115
citronne	0.8499
racine	0.5854
oignon	0.9704
crucifere	0.8819
lacte	0.7069
fleur_d_arbre	0.7774
vin	0.8166
fromage	0.8026
poire	0.9165
banane	0.8998
champignon	0.7395
cafe	0.9181
cacao	0.7995
musque	0.8946
savon	0.8476
beurre	0.8105
noix_de_coco	0.9568
anise	0.7975
pin	0.8704
vanille	0.9652
jasmin	0.7905
ambre	0.8948
ail	0.9761
musc	0.9042
cereale	0.8641
peche	0.8306
cerise	0.8666
violette	0.7604
rhum	0.8591
