Label	AUC-ROC
vegetal	0.7006
fruite	0.7362
frais	0.7337
vegetal_vert	0.7080
doux	0.6720
gras	0.6868
floral	0.7279
boise	0.7205
vert	0.6900
aldehyde	0.7275
chimique	0.6658
empyreumatique	0.8023
balsamique	0.6634
aldehyde_frais	0.7249
fruit_exotique	0.7450
herbe	0.7018
legume	0.7721
fermentaire	0.7098
phenole	0.7830
epice	0.7087
fleur_d_arbuste	0.7322
cuit	0.7681
terreux	0.6050
fruit_sec	0.7109
fleur_du_jardin	0.6810
agrume	0.7661
oleagineux	0.7237
lactique	0.6945
soufre	0.9394
plante_aromatique	0.7169
animal	0.6285
fruit_a_coque	0.7665
moisi	0.6153
fruit_a_pepins	0.7726
torrefie	0.8240
medicinal	0.7828
vegetal_sec	0.7012
rose	0.7595
huile	0.7653
lactone	0.7279
menthe	0.8324
bois	0.8431
creme	0.6813
boissons_alcoolisees	0.8407
sucre_cuit	0.7203
baie	0.6754
poudre	0.7687
viande_cuite	0.8782
pomme	0.7930
malte	0.8206
mielle	0.8909
solvant	0.8784
ananas	0.8159
fruit_rouge	0.7020
coumarine	0.7803
caramel	0.7975
mineral	0.5237
resineux	0.8797
alliace	0.9626
fruit_a_noyau	0.7683
metal	0.5173
metallique	0.5234
peponide	0.7249
melon	0.7412
brule	0.8575
feuille	0.6666
alcool_de_fut	0.8809
ether	0.8876
boisson_fermentee	0.8042
camphre	0.9349
miel	0.9073
citronne	0.8380
racine	0.6186
oignon	0.9677
crucifere	0.8332
lacte	0.6815
fleur_d_arbre	0.7887
vin	0.7978
fromage	0.8493
poire	0.8457
banane	0.8881
champignon	0.7399
cafe	0.8602
cacao	0.7505
musque	0.8449
savon	0.7591
beurre	0.7676
noix_de_coco	0.8861
anise	0.7066
pin	0.8959
vanille	0.8360
jasmin	0.8580
ambre	0.8743
ail	0.9586
musc	0.8953
cereale	0.8693
peche	0.7155
cerise	0.7677
violette	0.7246
rhum	0.8672
