Label	AUC-ROC
vegetal	0.6587
fruite	0.7174
frais	0.7359
vegetal_vert	0.7123
doux	0.6522
gras	0.6438
floral	0.7401
boise	0.6899
vert	0.7178
aldehyde	0.7149
chimique	0.6536
empyreumatique	0.8034
balsamique	0.6754
aldehyde_frais	0.7181
fruit_exotique	0.7319
herbe	0.7032
legume	0.7296
fermentaire	0.6440
phenole	0.7451
epice	0.6687
fleur_d_arbuste	0.7368
cuit	0.7700
terreux	0.5733
fruit_sec	0.6820
fleur_du_jardin	0.7116
agrume	0.8111
oleagineux	0.7312
lactique	0.7002
soufre	0.9002
plante_aromatique	0.7265
animal	0.6859
fruit_a_coque	0.7505
moisi	0.6249
fruit_a_pepins	0.8034
torrefie	0.8228
medicinal	0.7757
vegetal_sec	0.7129
rose	0.7840
huile	0.7547
lactone	0.7386
menthe	0.8386
bois	0.8004
creme	0.6932
boissons_alcoolisees	0.8247
sucre_cuit	0.7639
baie	0.6743
poudre	0.7946
viande_cuite	0.8722
pomme	0.8836
malte	0.7881
mielle	0.7294
solvant	0.8884
ananas	0.8469
fruit_rouge	0.6637
coumarine	0.7806
caramel	0.8344
mineral	0.6383
resineux	0.8398
alliace	0.9715
fruit_a_noyau	0.7603
metal	0.6629
metallique	0.6478
peponide	0.7683
melon	0.7707
brule	0.8558
feuille	0.7110
alcool_de_fut	0.8779
ether	0.8907
boisson_fermentee	0.7832
camphre	0.8176
miel	0.7066
citronne	0.7647
racine	0.4725
oignon	0.9601
crucifere	0.7888
lacte	0.7628
fleur_d_arbre	0.7715
vin	0.7825
fromage	0.7754
poire	0.8708
banane	0.8375
champignon	0.7450
cafe	0.8777
cacao	0.7749
musque	0.8601
savon	0.7389
beurre	0.7882
noix_de_coco	0.9062
anise	0.7367
pin	0.9036
vanille	0.7851
jasmin	0.8121
ambre	0.9353
ail	0.9643
musc	0.9115
cereale	0.7955
peche	0.7884
cerise	0.7510
violette	0.8224
rhum	0.8270
