Label	AUC-ROC
vegetal	0.7074
fruite	0.7284
frais	0.7416
vegetal_vert	0.7437
doux	0.7153
gras	0.6556
floral	0.7839
boise	0.7304
vert	0.7326
aldehyde	0.7582
chimique	0.6847
empyreumatique	0.7946
balsamique	0.6832
aldehyde_frais	0.7435
fruit_exotique	0.7404
herbe	0.7191
legume	0.7817
fermentaire	0.6559
phenole	0.8130
epice	0.7280
fleur_d_arbuste	0.7221
cuit	0.7741
terreux	0.6855
fruit_sec	0.7400
fleur_du_jardin	0.7607
agrume	0.8018
oleagineux	0.7680
lactique	0.7152
soufre	0.8835
plante_aromatique	0.7514
animal	0.7004
fruit_a_coque	0.8152
moisi	0.6868
fruit_a_pepins	0.7692
torrefie	0.7849
medicinal	0.8523
vegetal_sec	0.6733
rose	0.7347
huile	0.7314
lactone	0.7646
menthe	0.8466
bois	0.8218
creme	0.6659
boissons_alcoolisees	0.7797
sucre_cuit	0.8168
baie	0.7333
poudre	0.8327
viande_cuite	0.8221
pomme	0.8447
malte	0.7723
mielle	0.7801
solvant	0.7757
ananas	0.8255
fruit_rouge	0.7550
coumarine	0.7372
caramel	0.8600
mineral	0.6842
resineux	0.8892
alliace	0.9632
fruit_a_noyau	0.7499
metal	0.6946
metallique	0.6988
peponide	0.8088
melon	0.8044
brule	0.8521
feuille	0.6362
alcool_de_fut	0.8267
ether	0.8502
boisson_fermentee	0.7389
camphre	0.9268
miel	0.7457
citronne	0.8320
racine	0.5553
oignon	0.9758
crucifere	0.7807
lacte	0.7395
fleur_d_arbre	0.7523
vin	0.7673
fromage	0.7915
poire	0.8249
banane	0.8495
champignon	0.6794
cafe	0.8413
cacao	0.7150
musque	0.9499
savon	0.7827
beurre	0.8088
noix_de_coco	0.7953
anise	0.6379
pin	0.9301
vanille	0.8650
jasmin	0.8775
ambre	0.9092
ail	0.9689
musc	0.9803
cereale	0.8756
peche	0.7979
cerise	0.7945
violette	0.8210
rhum	0.8218
