Label	AUC-ROC
vegetal	0.6605
fruite	0.7268
frais	0.7309
vegetal_vert	0.7100
doux	0.6613
gras	0.6480
floral	0.7501
boise	0.6937
vert	0.7168
aldehyde	0.7119
chimique	0.6466
empyreumatique	0.8067
balsamique	0.6815
aldehyde_frais	0.7115
fruit_exotique	0.7240
herbe	0.6992
legume	0.7282
fermentaire	0.6601
phenole	0.7424
epice	0.6656
fleur_d_arbuste	0.7600
cuit	0.7721
terreux	0.5705
fruit_sec	0.6861
fleur_du_jardin	0.7135
agrume	0.8064
oleagineux	0.7406
lactique	0.7248
soufre	0.8965
plante_aromatique	0.7219
animal	0.6852
fruit_a_coque	0.7557
moisi	0.6249
fruit_a_pepins	0.8051
torrefie	0.8269
medicinal	0.7704
vegetal_sec	0.6934
rose	0.7952
huile	0.7567
lactone	0.7305
menthe	0.8287
bois	0.8062
creme	0.7244
boissons_alcoolisees	0.8374
sucre_cuit	0.7671
baie	0.6576
poudre	0.7853
viande_cuite	0.8741
pomme	0.8605
malte	0.7852
mielle	0.7288
solvant	0.8891
ananas	0.8379
fruit_rouge	0.6530
coumarine	0.7902
caramel	0.8369
mineral	0.6591
resineux	0.8405
alliace	0.9725
fruit_a_noyau	0.7461
metal	0.6769
metallique	0.6599
peponide	0.7712
melon	0.7734
brule	0.8511
feuille	0.6943
alcool_de_fut	0.8838
ether	0.9011
boisson_fermentee	0.8080
camphre	0.8258
miel	0.7126
citronne	0.7476
racine	0.5037
oignon	0.9618
crucifere	0.7788
lacte	0.7376
fleur_d_arbre	0.7700
vin	0.8127
fromage	0.7856
poire	0.8839
banane	0.8258
champignon	0.7706
cafe	0.8784
cacao	0.7669
musque	0.8775
savon	0.7312
beurre	0.8088
noix_de_coco	0.8897
anise	0.7162
pin	0.8939
vanille	0.7945
jasmin	0.8152
ambre	0.9358
ail	0.9678
musc	0.9285
cereale	0.8018
peche	0.7656
cerise	0.7451
violette	0.8179
rhum	0.8570
