Label	AUC-ROC
vegetal	0.6931
fruite	0.7432
frais	0.7221
vegetal_vert	0.7011
doux	0.6541
gras	0.6874
floral	0.7397
boise	0.7139
vert	0.6785
aldehyde	0.7253
chimique	0.6757
empyreumatique	0.7984
balsamique	0.6650
aldehyde_frais	0.7155
fruit_exotique	0.7481
herbe	0.6884
legume	0.7657
fermentaire	0.6964
phenole	0.7999
epice	0.7125
fleur_d_arbuste	0.7311
cuit	0.7694
terreux	0.5992
fruit_sec	0.7106
fleur_du_jardin	0.7233
agrume	0.7843
oleagineux	0.7237
lactique	0.7141
soufre	0.9346
plante_aromatique	0.7419
animal	0.6308
fruit_a_coque	0.7378
moisi	0.6345
fruit_a_pepins	0.7758
torrefie	0.8337
medicinal	0.7844
vegetal_sec	0.7129
rose	0.7523
huile	0.7781
lactone	0.7477
menthe	0.8470
bois	0.8636
creme	0.7253
boissons_alcoolisees	0.8091
sucre_cuit	0.7118
baie	0.6935
poudre	0.7948
viande_cuite	0.8831
pomme	0.8070
malte	0.8239
mielle	0.8844
solvant	0.8784
ananas	0.8357
fruit_rouge	0.7246
coumarine	0.8003
caramel	0.7820
mineral	0.5424
resineux	0.8887
alliace	0.9597
fruit_a_noyau	0.7882
metal	0.5494
metallique	0.5637
peponide	0.7437
melon	0.7484
brule	0.8338
feuille	0.6812
alcool_de_fut	0.8683
ether	0.8824
boisson_fermentee	0.7702
camphre	0.9335
miel	0.9085
citronne	0.8633
racine	0.6512
oignon	0.9627
crucifere	0.8154
lacte	0.7307
fleur_d_arbre	0.7729
vin	0.7760
fromage	0.8197
poire	0.8530
banane	0.9027
champignon	0.7245
cafe	0.8610
cacao	0.7916
musque	0.8300
savon	0.7489
beurre	0.7898
noix_de_coco	0.9270
anise	0.7028
pin	0.8951
vanille	0.7986
jasmin	0.8302
ambre	0.8641
ail	0.9557
musc	0.8875
cereale	0.8488
peche	0.7509
cerise	0.7394
violette	0.7776
rhum	0.8570
