Label	AUC-ROC
vegetal	0.6593
fruite	0.7312
frais	0.7384
vegetal_vert	0.7149
doux	0.6632
gras	0.6709
floral	0.7651
boise	0.7093
vert	0.7204
aldehyde	0.7235
chimique	0.6938
empyreumatique	0.8207
balsamique	0.7153
aldehyde_frais	0.7311
fruit_exotique	0.7518
herbe	0.7227
legume	0.7448
fermentaire	0.6684
phenole	0.7714
epice	0.6970
fleur_d_arbuste	0.7775
cuit	0.7763
terreux	0.6081
fruit_sec	0.7130
fleur_du_jardin	0.7495
agrume	0.8300
oleagineux	0.7641
lactique	0.7156
soufre	0.8998
plante_aromatique	0.7330
animal	0.7114
fruit_a_coque	0.7746
moisi	0.6442
fruit_a_pepins	0.8159
torrefie	0.8423
medicinal	0.8025
vegetal_sec	0.7205
rose	0.8098
huile	0.7700
lactone	0.7684
menthe	0.8559
bois	0.7984
creme	0.7161
boissons_alcoolisees	0.8505
sucre_cuit	0.7835
baie	0.6959
poudre	0.7935
viande_cuite	0.8844
pomme	0.9025
malte	0.7903
mielle	0.7465
solvant	0.9127
ananas	0.8583
fruit_rouge	0.7003
coumarine	0.7833
caramel	0.8505
mineral	0.6447
resineux	0.8509
alliace	0.9729
fruit_a_noyau	0.7952
metal	0.6548
metallique	0.6415
peponide	0.7721
melon	0.7710
brule	0.8852
feuille	0.7203
alcool_de_fut	0.8916
ether	0.9302
boisson_fermentee	0.8180
camphre	0.8430
miel	0.7386
citronne	0.7711
racine	0.4911
oignon	0.9623
crucifere	0.8053
lacte	0.7674
fleur_d_arbre	0.7791
vin	0.8289
fromage	0.7929
poire	0.8968
banane	0.8589
champignon	0.7328
cafe	0.8968
cacao	0.7915
musque	0.9017
savon	0.7422
beurre	0.8214
noix_de_coco	0.9116
anise	0.7633
pin	0.9180
vanille	0.8107
jasmin	0.8036
ambre	0.9435
ail	0.9677
musc	0.9383
cereale	0.8164
peche	0.8012
cerise	0.7828
violette	0.8614
rhum	0.8497
