Label	AUC-ROC
vegetal	0.7102
fruite	0.7383
frais	0.7440
vegetal_vert	0.7473
doux	0.7133
gras	0.6718
floral	0.7662
boise	0.7161
vert	0.7310
aldehyde	0.7613
chimique	0.6933
empyreumatique	0.7945
balsamique	0.7136
aldehyde_frais	0.7503
fruit_exotique	0.7403
herbe	0.7154
legume	0.7851
fermentaire	0.6666
phenole	0.8180
epice	0.7095
fleur_d_arbuste	0.6956
cuit	0.7748
terreux	0.6764
fruit_sec	0.7415
fleur_du_jardin	0.7483
agrume	0.7983
oleagineux	0.7738
lactique	0.6956
soufre	0.8828
plante_aromatique	0.7416
animal	0.7133
fruit_a_coque	0.8160
moisi	0.6930
fruit_a_pepins	0.7686
torrefie	0.7793
medicinal	0.8368
vegetal_sec	0.6692
rose	0.7106
huile	0.7421
lactone	0.7349
menthe	0.8651
bois	0.8264
creme	0.6772
boissons_alcoolisees	0.7937
sucre_cuit	0.8211
baie	0.7519
poudre	0.8346
viande_cuite	0.8261
pomme	0.8311
malte	0.7710
mielle	0.7803
solvant	0.7927
ananas	0.8326
fruit_rouge	0.7340
coumarine	0.6998
caramel	0.8640
mineral	0.6907
resineux	0.8799
alliace	0.9531
fruit_a_noyau	0.7506
metal	0.7040
metallique	0.7072
peponide	0.8016
melon	0.8020
brule	0.8444
feuille	0.6377
alcool_de_fut	0.8372
ether	0.8598
boisson_fermentee	0.7489
camphre	0.9113
miel	0.7498
citronne	0.8325
racine	0.5723
oignon	0.9766
crucifere	0.7756
lacte	0.7562
fleur_d_arbre	0.7743
vin	0.7771
fromage	0.7939
poire	0.8148
banane	0.8580
champignon	0.7032
cafe	0.8423
cacao	0.7244
musque	0.9510
savon	0.7759
beurre	0.8069
noix_de_coco	0.7505
anise	0.6304
pin	0.9179
vanille	0.8591
jasmin	0.8657
ambre	0.9062
ail	0.9696
musc	0.9797
cereale	0.8819
peche	0.8046
cerise	0.7627
violette	0.8692
rhum	0.8419
