Label	AUC-ROC
vegetal	0.7063
fruite	0.7246
frais	0.7473
vegetal_vert	0.7455
doux	0.7191
gras	0.6610
floral	0.7620
boise	0.7199
vert	0.7336
aldehyde	0.7559
chimique	0.7162
empyreumatique	0.7968
balsamique	0.7016
aldehyde_frais	0.7506
fruit_exotique	0.7434
herbe	0.7182
legume	0.7749
fermentaire	0.6605
phenole	0.8172
epice	0.7262
fleur_d_arbuste	0.7163
cuit	0.7814
terreux	0.6890
fruit_sec	0.7579
fleur_du_jardin	0.7459
agrume	0.8099
oleagineux	0.7874
lactique	0.7083
soufre	0.8785
plante_aromatique	0.7565
animal	0.6760
fruit_a_coque	0.8213
moisi	0.6773
fruit_a_pepins	0.7599
torrefie	0.7795
medicinal	0.8352
vegetal_sec	0.6891
rose	0.7248
huile	0.7388
lactone	0.7914
menthe	0.8664
bois	0.8307
creme	0.6737
boissons_alcoolisees	0.7903
sucre_cuit	0.8038
baie	0.7410
poudre	0.8516
viande_cuite	0.8316
pomme	0.8281
malte	0.7802
mielle	0.7944
solvant	0.8123
ananas	0.8431
fruit_rouge	0.7455
coumarine	0.7561
caramel	0.8533
mineral	0.6865
resineux	0.8748
alliace	0.9553
fruit_a_noyau	0.7399
metal	0.7033
metallique	0.7053
peponide	0.7927
melon	0.7943
brule	0.8432
feuille	0.6483
alcool_de_fut	0.8333
ether	0.8696
boisson_fermentee	0.7532
camphre	0.9246
miel	0.7630
citronne	0.8190
racine	0.5565
oignon	0.9783
crucifere	0.7686
lacte	0.7430
fleur_d_arbre	0.7512
vin	0.7730
fromage	0.7886
poire	0.8164
banane	0.8464
champignon	0.6894
cafe	0.8325
cacao	0.7349
musque	0.9406
savon	0.7753
beurre	0.8249
noix_de_coco	0.8288
anise	0.6344
pin	0.9329
vanille	0.8692
jasmin	0.8515
ambre	0.9168
ail	0.9751
musc	0.9794
cereale	0.8825
peche	0.7968
cerise	0.7839
violette	0.8459
rhum	0.8321
