Label	AUC-ROC
vegetal	0.6607
fruite	0.6962
frais	0.7361
vegetal_vert	0.7107
doux	0.6291
gras	0.6331
floral	0.7306
boise	0.6887
vert	0.6994
aldehyde	0.7180
chimique	0.6382
empyreumatique	0.8030
balsamique	0.6509
aldehyde_frais	0.7163
fruit_exotique	0.6766
herbe	0.7083
legume	0.7134
fermentaire	0.6523
phenole	0.7031
epice	0.6567
fleur_d_arbuste	0.7551
cuit	0.7677
terreux	0.5446
fruit_sec	0.6544
fleur_du_jardin	0.6852
agrume	0.8026
oleagineux	0.6932
lactique	0.6989
soufre	0.8995
plante_aromatique	0.7301
animal	0.6340
fruit_a_coque	0.7317
moisi	0.6122
fruit_a_pepins	0.7727
torrefie	0.8280
medicinal	0.7493
vegetal_sec	0.6904
rose	0.7811
huile	0.7111
lactone	0.6398
menthe	0.8082
bois	0.7775
creme	0.6749
boissons_alcoolisees	0.8087
sucre_cuit	0.7556
baie	0.6181
poudre	0.7447
viande_cuite	0.8626
pomme	0.8101
malte	0.7760
mielle	0.7376
solvant	0.8690
ananas	0.7792
fruit_rouge	0.6611
coumarine	0.7075
caramel	0.8293
mineral	0.6176
resineux	0.8258
alliace	0.9676
fruit_a_noyau	0.6922
metal	0.6239
metallique	0.6001
peponide	0.7590
melon	0.7524
brule	0.8475
feuille	0.6746
alcool_de_fut	0.8398
ether	0.8783
boisson_fermentee	0.7720
camphre	0.8138
miel	0.7041
citronne	0.7308
racine	0.5130
oignon	0.9535
crucifere	0.7852
lacte	0.7250
fleur_d_arbre	0.7800
vin	0.7839
fromage	0.7651
poire	0.8719
banane	0.7826
champignon	0.7612
cafe	0.8710
cacao	0.7480
musque	0.8698
savon	0.7198
beurre	0.7247
noix_de_coco	0.7835
anise	0.6863
pin	0.8785
vanille	0.7848
jasmin	0.7364
ambre	0.9345
ail	0.9644
musc	0.9079
cereale	0.7979
peche	0.6708
cerise	0.7405
violette	0.7662
rhum	0.8556
