Label	AUC-ROC
vegetal	0.6971
fruite	0.7295
frais	0.7433
vegetal_vert	0.7200
doux	0.6973
gras	0.6526
floral	0.7473
boise	0.7661
vert	0.7525
aldehyde	0.7235
chimique	0.6868
empyreumatique	0.8028
balsamique	0.7708
aldehyde_frais	0.7138
fruit_exotique	0.7623
herbe	0.6996
legume	0.8102
fermentaire	0.7053
phenole	0.7618
epice	0.7260
fleur_d_arbuste	0.7706
cuit	0.7827
terreux	0.6507
fruit_sec	0.7770
fleur_du_jardin	0.7172
agrume	0.7674
oleagineux	0.8033
lactique	0.7374
soufre	0.9545
plante_aromatique	0.7845
animal	0.6718
fruit_a_coque	0.8059
moisi	0.6705
fruit_a_pepins	0.8588
torrefie	0.8603
medicinal	0.8064
vegetal_sec	0.6737
rose	0.8713
huile	0.7273
lactone	0.7226
menthe	0.8337
bois	0.8867
creme	0.7545
boissons_alcoolisees	0.7297
sucre_cuit	0.7830
baie	0.6381
poudre	0.8164
viande_cuite	0.8448
pomme	0.9221
malte	0.8640
mielle	0.7998
solvant	0.8116
ananas	0.8750
fruit_rouge	0.7307
coumarine	0.8115
caramel	0.8625
mineral	0.7026
resineux	0.9158
alliace	0.9662
fruit_a_noyau	0.7365
metal	0.7178
metallique	0.7103
peponide	0.9168
melon	0.9130
brule	0.8234
feuille	0.6563
alcool_de_fut	0.7089
ether	0.8366
boisson_fermentee	0.7690
camphre	0.8598
miel	0.8007
citronne	0.8367
racine	0.7189
oignon	0.9655
crucifere	0.9071
lacte	0.6916
fleur_d_arbre	0.8043
vin	0.7991
fromage	0.8625
poire	0.9175
banane	0.9122
champignon	0.7183
cafe	0.8615
cacao	0.8714
musque	0.8928
savon	0.8333
beurre	0.8243
noix_de_coco	0.8489
anise	0.7387
pin	0.9324
vanille	0.9125
jasmin	0.7846
ambre	0.9291
ail	0.9704
musc	0.9042
cereale	0.8876
peche	0.7971
cerise	0.7989
violette	0.8714
rhum	0.7604
