Label	AUC-ROC
vegetal	0.6819
fruite	0.7341
frais	0.7308
vegetal_vert	0.7040
doux	0.6857
gras	0.6332
floral	0.7426
boise	0.7556
vert	0.7211
aldehyde	0.7140
chimique	0.6621
empyreumatique	0.7963
balsamique	0.7367
aldehyde_frais	0.7036
fruit_exotique	0.7511
herbe	0.6910
legume	0.8044
fermentaire	0.6798
phenole	0.7387
epice	0.7117
fleur_d_arbuste	0.7596
cuit	0.7780
terreux	0.6832
fruit_sec	0.7580
fleur_du_jardin	0.7157
agrume	0.7595
oleagineux	0.7784
lactique	0.7240
soufre	0.9525
plante_aromatique	0.7677
animal	0.6591
fruit_a_coque	0.7875
moisi	0.6443
fruit_a_pepins	0.8349
torrefie	0.8619
medicinal	0.7752
vegetal_sec	0.6566
rose	0.8528
huile	0.7047
lactone	0.6854
menthe	0.8336
bois	0.8618
creme	0.7394
boissons_alcoolisees	0.7274
sucre_cuit	0.7807
baie	0.6930
poudre	0.8139
viande_cuite	0.8289
pomme	0.8870
malte	0.8634
mielle	0.7994
solvant	0.8152
ananas	0.8639
fruit_rouge	0.6837
coumarine	0.7823
caramel	0.8528
mineral	0.6929
resineux	0.8933
alliace	0.9662
fruit_a_noyau	0.7015
metal	0.7097
metallique	0.7072
peponide	0.9224
melon	0.9166
brule	0.8275
feuille	0.6075
alcool_de_fut	0.6960
ether	0.8325
boisson_fermentee	0.7672
camphre	0.8409
miel	0.8033
citronne	0.8066
racine	0.7337
oignon	0.9659
crucifere	0.9049
lacte	0.6826
fleur_d_arbre	0.8090
vin	0.7926
fromage	0.8568
poire	0.9082
banane	0.9005
champignon	0.7510
cafe	0.8615
cacao	0.8660
musque	0.9069
savon	0.8447
beurre	0.8294
noix_de_coco	0.8301
anise	0.7205
pin	0.9153
vanille	0.8890
jasmin	0.7758
ambre	0.9272
ail	0.9677
musc	0.9078
cereale	0.8946
peche	0.7777
cerise	0.7543
violette	0.8759
rhum	0.7405
