Label	AUC-ROC
vegetal	0.7032
fruite	0.7541
frais	0.7380
vegetal_vert	0.7191
doux	0.6946
gras	0.6979
floral	0.7484
boise	0.7471
vert	0.7051
aldehyde	0.7369
chimique	0.7350
empyreumatique	0.8162
balsamique	0.7131
aldehyde_frais	0.7395
fruit_exotique	0.7985
herbe	0.7074
legume	0.7940
fermentaire	0.6938
phenole	0.8240
epice	0.7296
fleur_d_arbuste	0.7539
cuit	0.7806
terreux	0.6562
fruit_sec	0.7513
fleur_du_jardin	0.7480
agrume	0.7849
oleagineux	0.7574
lactique	0.7425
soufre	0.9353
plante_aromatique	0.7328
animal	0.6683
fruit_a_coque	0.7707
moisi	0.6514
fruit_a_pepins	0.8136
torrefie	0.8382
medicinal	0.8315
vegetal_sec	0.7106
rose	0.7969
huile	0.8160
lactone	0.8022
menthe	0.8506
bois	0.8563
creme	0.7617
boissons_alcoolisees	0.8411
sucre_cuit	0.7403
baie	0.7065
poudre	0.7887
viande_cuite	0.8837
pomme	0.8478
malte	0.8256
mielle	0.9036
solvant	0.9002
ananas	0.8753
fruit_rouge	0.8021
coumarine	0.8269
caramel	0.8038
mineral	0.5945
resineux	0.8970
alliace	0.9607
fruit_a_noyau	0.8717
metal	0.6049
metallique	0.6065
peponide	0.7436
melon	0.7606
brule	0.8899
feuille	0.7225
alcool_de_fut	0.8928
ether	0.9107
boisson_fermentee	0.8118
camphre	0.9256
miel	0.9110
citronne	0.8739
racine	0.6510
oignon	0.9632
crucifere	0.7800
lacte	0.7632
fleur_d_arbre	0.7721
vin	0.8232
fromage	0.8275
poire	0.8763
banane	0.9305
champignon	0.7436
cafe	0.9034
cacao	0.7947
musque	0.8493
savon	0.7663
beurre	0.8104
noix_de_coco	0.9195
anise	0.7420
pin	0.9141
vanille	0.8772
jasmin	0.8754
ambre	0.8748
ail	0.9521
musc	0.8925
cereale	0.8629
peche	0.8277
cerise	0.8509
violette	0.8286
rhum	0.8762
