Label	AUC-ROC
vegetal	0.6390
fruite	0.7259
frais	0.6935
vegetal_vert	0.6850
doux	0.7000
gras	0.6663
floral	0.7253
boise	0.7030
vert	0.6649
aldehyde	0.7013
chimique	0.6768
empyreumatique	0.8529
balsamique	0.6867
aldehyde_frais	0.6702
fruit_exotique	0.7184
herbe	0.6630
legume	0.7150
fermentaire	0.6610
phenole	0.7731
epice	0.7047
fleur_d_arbuste	0.7181
cuit	0.8502
terreux	0.6608
fruit_sec	0.7458
fleur_du_jardin	0.6626
agrume	0.7819
oleagineux	0.7532
lactique	0.6708
soufre	0.9384
plante_aromatique	0.6971
animal	0.7114
fruit_a_coque	0.7594
moisi	0.6197
fruit_a_pepins	0.8183
torrefie	0.8366
medicinal	0.7635
vegetal_sec	0.6906
rose	0.6979
huile	0.6671
lactone	0.6969
menthe	0.8168
bois	0.7497
creme	0.6533
boissons_alcoolisees	0.8068
sucre_cuit	0.7711
baie	0.5905
poudre	0.7623
viande_cuite	0.9353
pomme	0.8533
malte	0.7876
mielle	0.7331
solvant	0.8580
ananas	0.7998
fruit_rouge	0.7707
coumarine	0.7839
caramel	0.8118
mineral	0.6382
resineux	0.8225
alliace	0.9668
fruit_a_noyau	0.7016
metal	0.6645
metallique	0.6628
peponide	0.7454
melon	0.7398
brule	0.8511
feuille	0.6847
alcool_de_fut	0.8559
ether	0.8606
boisson_fermentee	0.7940
camphre	0.8559
miel	0.7614
citronne	0.8323
racine	0.6040
oignon	0.9632
crucifere	0.8445
lacte	0.5843
fleur_d_arbre	0.7619
vin	0.8179
fromage	0.8194
poire	0.8928
banane	0.8473
champignon	0.6750
cafe	0.8917
cacao	0.7643
musque	0.8868
savon	0.8408
beurre	0.7766
noix_de_coco	0.8472
anise	0.7764
pin	0.8405
vanille	0.9218
jasmin	0.7459
ambre	0.8803
ail	0.9743
musc	0.9137
cereale	0.8673
peche	0.7404
cerise	0.8858
violette	0.7208
rhum	0.7971
