Label	AUC-ROC
vegetal	0.7077
fruite	0.7402
frais	0.7476
vegetal_vert	0.7467
doux	0.7105
gras	0.6588
floral	0.7792
boise	0.7323
vert	0.7200
aldehyde	0.7567
chimique	0.7151
empyreumatique	0.7962
balsamique	0.7008
aldehyde_frais	0.7490
fruit_exotique	0.7456
herbe	0.7237
legume	0.7746
fermentaire	0.6645
phenole	0.8207
epice	0.7271
fleur_d_arbuste	0.7262
cuit	0.7767
terreux	0.6734
fruit_sec	0.7381
fleur_du_jardin	0.7579
agrume	0.8047
oleagineux	0.7706
lactique	0.6864
soufre	0.8768
plante_aromatique	0.7573
animal	0.7186
fruit_a_coque	0.8191
moisi	0.6858
fruit_a_pepins	0.7721
torrefie	0.7877
medicinal	0.8523
vegetal_sec	0.6716
rose	0.7480
huile	0.7450
lactone	0.7562
menthe	0.8533
bois	0.8164
creme	0.6632
boissons_alcoolisees	0.7955
sucre_cuit	0.8029
baie	0.7663
poudre	0.8317
viande_cuite	0.8316
pomme	0.8524
malte	0.7793
mielle	0.7527
solvant	0.7983
ananas	0.8288
fruit_rouge	0.7522
coumarine	0.7298
caramel	0.8562
mineral	0.6708
resineux	0.8855
alliace	0.9606
fruit_a_noyau	0.7698
metal	0.6873
metallique	0.6896
peponide	0.8017
melon	0.7996
brule	0.8456
feuille	0.6516
alcool_de_fut	0.8382
ether	0.8609
boisson_fermentee	0.7565
camphre	0.9269
miel	0.7305
citronne	0.8166
racine	0.5263
oignon	0.9804
crucifere	0.7704
lacte	0.7159
fleur_d_arbre	0.7290
vin	0.7792
fromage	0.7930
poire	0.8284
banane	0.8487
champignon	0.6808
cafe	0.8525
cacao	0.7382
musque	0.9527
savon	0.7718
beurre	0.7933
noix_de_coco	0.7910
anise	0.6446
pin	0.9366
vanille	0.8676
jasmin	0.9032
ambre	0.9074
ail	0.9773
musc	0.9786
cereale	0.8907
peche	0.8039
cerise	0.8038
violette	0.8426
rhum	0.8398
