Label	AUC-ROC
vegetal	0.6637
fruite	0.7325
frais	0.7249
vegetal_vert	0.7100
doux	0.6468
gras	0.6492
floral	0.7098
boise	0.6846
vert	0.7021
aldehyde	0.7118
chimique	0.6678
empyreumatique	0.8118
balsamique	0.6701
aldehyde_frais	0.7219
fruit_exotique	0.7429
herbe	0.7134
legume	0.7361
fermentaire	0.6761
phenole	0.7354
epice	0.6594
fleur_d_arbuste	0.7459
cuit	0.7756
terreux	0.5897
fruit_sec	0.7139
fleur_du_jardin	0.7061
agrume	0.8232
oleagineux	0.7671
lactique	0.7231
soufre	0.8995
plante_aromatique	0.7323
animal	0.6940
fruit_a_coque	0.7592
moisi	0.6568
fruit_a_pepins	0.8209
torrefie	0.8417
medicinal	0.7658
vegetal_sec	0.7110
rose	0.7937
huile	0.7570
lactone	0.7490
menthe	0.8313
bois	0.7959
creme	0.7202
boissons_alcoolisees	0.8557
sucre_cuit	0.7593
baie	0.7053
poudre	0.7446
viande_cuite	0.8782
pomme	0.8839
malte	0.7855
mielle	0.7133
solvant	0.9008
ananas	0.8446
fruit_rouge	0.7048
coumarine	0.7791
caramel	0.8324
mineral	0.6251
resineux	0.8309
alliace	0.9699
fruit_a_noyau	0.7718
metal	0.6242
metallique	0.6108
peponide	0.7701
melon	0.7673
brule	0.8640
feuille	0.7152
alcool_de_fut	0.8798
ether	0.9162
boisson_fermentee	0.8282
camphre	0.8215
miel	0.7084
citronne	0.7592
racine	0.5061
oignon	0.9603
crucifere	0.7909
lacte	0.6714
fleur_d_arbre	0.7665
vin	0.8295
fromage	0.7934
poire	0.8932
banane	0.8452
champignon	0.7541
cafe	0.8641
cacao	0.7745
musque	0.8902
savon	0.7319
beurre	0.7978
noix_de_coco	0.8804
anise	0.6796
pin	0.8705
vanille	0.7725
jasmin	0.8079
ambre	0.9533
ail	0.9703
musc	0.9325
cereale	0.7966
peche	0.7663
cerise	0.7608
violette	0.8045
rhum	0.8504
