Label	AUC-ROC
vegetal	0.6901
fruite	0.7352
frais	0.7220
vegetal_vert	0.7017
doux	0.6766
gras	0.6842
floral	0.7256
boise	0.7270
vert	0.6893
aldehyde	0.7295
chimique	0.6903
empyreumatique	0.8006
balsamique	0.6821
aldehyde_frais	0.7249
fruit_exotique	0.7430
herbe	0.7006
legume	0.7908
fermentaire	0.6892
phenole	0.8038
epice	0.7048
fleur_d_arbuste	0.7309
cuit	0.7764
terreux	0.6381
fruit_sec	0.7445
fleur_du_jardin	0.7155
agrume	0.7788
oleagineux	0.7480
lactique	0.7419
soufre	0.9392
plante_aromatique	0.7133
animal	0.6478
fruit_a_coque	0.7734
moisi	0.6518
fruit_a_pepins	0.8005
torrefie	0.8260
medicinal	0.7981
vegetal_sec	0.6924
rose	0.7695
huile	0.7962
lactone	0.7740
menthe	0.8294
bois	0.8527
creme	0.7674
boissons_alcoolisees	0.8093
sucre_cuit	0.7433
baie	0.6509
poudre	0.7743
viande_cuite	0.8843
pomme	0.8339
malte	0.8132
mielle	0.8889
solvant	0.8892
ananas	0.8312
fruit_rouge	0.7292
coumarine	0.7936
caramel	0.8092
mineral	0.5635
resineux	0.8889
alliace	0.9594
fruit_a_noyau	0.8039
metal	0.5810
metallique	0.5796
peponide	0.7509
melon	0.7623
brule	0.8590
feuille	0.7016
alcool_de_fut	0.8728
ether	0.8962
boisson_fermentee	0.7531
camphre	0.9279
miel	0.9056
citronne	0.8489
racine	0.6527
oignon	0.9644
crucifere	0.8157
lacte	0.7256
fleur_d_arbre	0.7805
vin	0.7765
fromage	0.8223
poire	0.8727
banane	0.8986
champignon	0.7456
cafe	0.8662
cacao	0.7721
musque	0.8536
savon	0.7457
beurre	0.8336
noix_de_coco	0.9157
anise	0.6716
pin	0.9027
vanille	0.8785
jasmin	0.8803
ambre	0.8697
ail	0.9597
musc	0.8956
cereale	0.8663
peche	0.7973
cerise	0.7872
violette	0.8072
rhum	0.8828
