Label	AUC-ROC
vegetal	0.6914
fruite	0.7317
frais	0.7354
vegetal_vert	0.7162
doux	0.6893
gras	0.6486
floral	0.7354
boise	0.7595
vert	0.7430
aldehyde	0.7152
chimique	0.6827
empyreumatique	0.8043
balsamique	0.7505
aldehyde_frais	0.7133
fruit_exotique	0.7584
herbe	0.7042
legume	0.8064
fermentaire	0.6851
phenole	0.7559
epice	0.7117
fleur_d_arbuste	0.7659
cuit	0.7842
terreux	0.6572
fruit_sec	0.7608
fleur_du_jardin	0.7257
agrume	0.7764
oleagineux	0.7822
lactique	0.7244
soufre	0.9514
plante_aromatique	0.7803
animal	0.6681
fruit_a_coque	0.7931
moisi	0.6737
fruit_a_pepins	0.8513
torrefie	0.8533
medicinal	0.8004
vegetal_sec	0.6666
rose	0.8607
huile	0.7076
lactone	0.7287
menthe	0.8295
bois	0.8740
creme	0.7321
boissons_alcoolisees	0.6974
sucre_cuit	0.7830
baie	0.6381
poudre	0.8147
viande_cuite	0.8516
pomme	0.8912
malte	0.8674
mielle	0.7906
solvant	0.7976
ananas	0.8641
fruit_rouge	0.7174
coumarine	0.8138
caramel	0.8661
mineral	0.6964
resineux	0.9067
alliace	0.9682
fruit_a_noyau	0.7368
metal	0.7112
metallique	0.7084
peponide	0.9276
melon	0.9247
brule	0.8404
feuille	0.6848
alcool_de_fut	0.6978
ether	0.8115
boisson_fermentee	0.7353
camphre	0.8424
miel	0.7876
citronne	0.8278
racine	0.7143
oignon	0.9664
crucifere	0.9062
lacte	0.7289
fleur_d_arbre	0.8019
vin	0.7719
fromage	0.8558
poire	0.9428
banane	0.8915
champignon	0.7067
cafe	0.8662
cacao	0.8626
musque	0.8962
savon	0.8363
beurre	0.7912
noix_de_coco	0.8533
anise	0.7228
pin	0.9304
vanille	0.8994
jasmin	0.7631
ambre	0.9280
ail	0.9708
musc	0.9341
cereale	0.8960
peche	0.8102
cerise	0.7904
violette	0.8796
rhum	0.7332
