Label	AUC-ROC
vegetal	0.6263
fruite	0.7199
frais	0.6802
vegetal_vert	0.6756
doux	0.6706
gras	0.6484
floral	0.7230
boise	0.6945
vert	0.6604
aldehyde	0.6927
chimique	0.6771
empyreumatique	0.8613
balsamique	0.6383
aldehyde_frais	0.6580
fruit_exotique	0.6920
herbe	0.6566
legume	0.6990
fermentaire	0.6459
phenole	0.7707
epice	0.7121
fleur_d_arbuste	0.7139
cuit	0.8520
terreux	0.6538
fruit_sec	0.7423
fleur_du_jardin	0.6645
agrume	0.7794
oleagineux	0.7539
lactique	0.6539
soufre	0.9331
plante_aromatique	0.7012
animal	0.6867
fruit_a_coque	0.7566
moisi	0.6441
fruit_a_pepins	0.7937
torrefie	0.8497
medicinal	0.7711
vegetal_sec	0.6760
rose	0.6916
huile	0.6521
lactone	0.6892
menthe	0.8213
bois	0.7704
creme	0.6337
boissons_alcoolisees	0.7795
sucre_cuit	0.7753
baie	0.5803
poudre	0.7572
viande_cuite	0.9490
pomme	0.8557
malte	0.7934
mielle	0.7383
solvant	0.8688
ananas	0.7928
fruit_rouge	0.7322
coumarine	0.7428
caramel	0.8193
mineral	0.6499
resineux	0.8451
alliace	0.9693
fruit_a_noyau	0.7265
metal	0.6726
metallique	0.6645
peponide	0.7617
melon	0.7532
brule	0.8517
feuille	0.6676
alcool_de_fut	0.8459
ether	0.8604
boisson_fermentee	0.7589
camphre	0.8560
miel	0.7569
citronne	0.8307
racine	0.6698
oignon	0.9648
crucifere	0.8324
lacte	0.6108
fleur_d_arbre	0.7663
vin	0.7690
fromage	0.7915
poire	0.8695
banane	0.8559
champignon	0.6994
cafe	0.9034
cacao	0.7768
musque	0.8942
savon	0.8355
beurre	0.7558
noix_de_coco	0.8411
anise	0.7972
pin	0.8470
vanille	0.8995
jasmin	0.6977
ambre	0.8653
ail	0.9712
musc	0.9072
cereale	0.8653
peche	0.7275
cerise	0.8487
violette	0.7426
rhum	0.7999
