Label	AUC-ROC
vegetal	0.7083
fruite	0.7332
frais	0.7415
vegetal_vert	0.7483
doux	0.7123
gras	0.6570
floral	0.7696
boise	0.7141
vert	0.7241
aldehyde	0.7637
chimique	0.6817
empyreumatique	0.7886
balsamique	0.6763
aldehyde_frais	0.7475
fruit_exotique	0.7338
herbe	0.7225
legume	0.7719
fermentaire	0.6545
phenole	0.8007
epice	0.7233
fleur_d_arbuste	0.7108
cuit	0.7707
terreux	0.6679
fruit_sec	0.7311
fleur_du_jardin	0.7416
agrume	0.7965
oleagineux	0.7537
lactique	0.6983
soufre	0.8878
plante_aromatique	0.7385
animal	0.7022
fruit_a_coque	0.8114
moisi	0.6662
fruit_a_pepins	0.7729
torrefie	0.7785
medicinal	0.8228
vegetal_sec	0.6468
rose	0.7311
huile	0.7271
lactone	0.7249
menthe	0.8486
bois	0.8225
creme	0.6553
boissons_alcoolisees	0.7893
sucre_cuit	0.8060
baie	0.7143
poudre	0.8089
viande_cuite	0.8269
pomme	0.8353
malte	0.7693
mielle	0.7799
solvant	0.7576
ananas	0.8195
fruit_rouge	0.7009
coumarine	0.6722
caramel	0.8602
mineral	0.6778
resineux	0.8831
alliace	0.9642
fruit_a_noyau	0.7434
metal	0.7002
metallique	0.6978
peponide	0.7970
melon	0.7973
brule	0.8364
feuille	0.6238
alcool_de_fut	0.8334
ether	0.8340
boisson_fermentee	0.7572
camphre	0.9120
miel	0.7367
citronne	0.8240
racine	0.5983
oignon	0.9776
crucifere	0.8019
lacte	0.6913
fleur_d_arbre	0.7564
vin	0.7757
fromage	0.8096
poire	0.8220
banane	0.8520
champignon	0.6613
cafe	0.8280
cacao	0.7056
musque	0.9305
savon	0.7903
beurre	0.8309
noix_de_coco	0.7476
anise	0.6160
pin	0.9326
vanille	0.8613
jasmin	0.8410
ambre	0.8996
ail	0.9673
musc	0.9662
cereale	0.8699
peche	0.7832
cerise	0.7627
violette	0.8805
rhum	0.8396
