Label	AUC-ROC
vegetal	0.6546
fruite	0.7575
frais	0.7082
vegetal_vert	0.7008
doux	0.7258
gras	0.7020
floral	0.7528
boise	0.7294
vert	0.6921
aldehyde	0.7106
chimique	0.7250
empyreumatique	0.8607
balsamique	0.7418
aldehyde_frais	0.6852
fruit_exotique	0.7687
herbe	0.6809
legume	0.7478
fermentaire	0.6774
phenole	0.8098
epice	0.7245
fleur_d_arbuste	0.7592
cuit	0.8590
terreux	0.6621
fruit_sec	0.7808
fleur_du_jardin	0.7031
agrume	0.7769
oleagineux	0.8068
lactique	0.7175
soufre	0.9478
plante_aromatique	0.7015
animal	0.7361
fruit_a_coque	0.7805
moisi	0.6643
fruit_a_pepins	0.8592
torrefie	0.8558
medicinal	0.8362
vegetal_sec	0.7030
rose	0.7562
huile	0.6973
lactone	0.7524
menthe	0.8469
bois	0.7815
creme	0.7528
boissons_alcoolisees	0.8346
sucre_cuit	0.8235
baie	0.6814
poudre	0.7850
viande_cuite	0.9394
pomme	0.8977
malte	0.7978
mielle	0.7452
solvant	0.8890
ananas	0.8377
fruit_rouge	0.8145
coumarine	0.8080
caramel	0.8338
mineral	0.7036
resineux	0.8547
alliace	0.9743
fruit_a_noyau	0.7945
metal	0.7176
metallique	0.7046
peponide	0.7518
melon	0.7469
brule	0.8594
feuille	0.7157
alcool_de_fut	0.8823
ether	0.8983
boisson_fermentee	0.7996
camphre	0.8962
miel	0.7874
citronne	0.8258
racine	0.6303
oignon	0.9733
crucifere	0.8838
lacte	0.6809
fleur_d_arbre	0.7437
vin	0.8288
fromage	0.8171
poire	0.9161
banane	0.8916
champignon	0.7192
cafe	0.9072
cacao	0.8055
musque	0.8943
savon	0.8420
beurre	0.8139
noix_de_coco	0.9385
anise	0.7934
pin	0.8626
vanille	0.9240
jasmin	0.8272
ambre	0.8945
ail	0.9790
musc	0.9223
cereale	0.8684
peche	0.8248
cerise	0.8692
violette	0.7695
rhum	0.8605
