Label	AUC-ROC
vegetal	0.6975
fruite	0.7512
frais	0.7321
vegetal_vert	0.7091
doux	0.6777
gras	0.6942
floral	0.7416
boise	0.7260
vert	0.6990
aldehyde	0.7339
chimique	0.7163
empyreumatique	0.8106
balsamique	0.6785
aldehyde_frais	0.7305
fruit_exotique	0.7757
herbe	0.7028
legume	0.7770
fermentaire	0.7018
phenole	0.8117
epice	0.7152
fleur_d_arbuste	0.7521
cuit	0.7756
terreux	0.5937
fruit_sec	0.7408
fleur_du_jardin	0.7187
agrume	0.7862
oleagineux	0.7558
lactique	0.7085
soufre	0.9368
plante_aromatique	0.7203
animal	0.6614
fruit_a_coque	0.7677
moisi	0.6237
fruit_a_pepins	0.8031
torrefie	0.8445
medicinal	0.7980
vegetal_sec	0.7111
rose	0.7828
huile	0.7790
lactone	0.7707
menthe	0.8517
bois	0.8621
creme	0.7307
boissons_alcoolisees	0.8148
sucre_cuit	0.7355
baie	0.7195
poudre	0.8070
viande_cuite	0.8859
pomme	0.8252
malte	0.8336
mielle	0.8928
solvant	0.8983
ananas	0.8489
fruit_rouge	0.7514
coumarine	0.8146
caramel	0.7872
mineral	0.5668
resineux	0.8892
alliace	0.9606
fruit_a_noyau	0.8394
metal	0.5726
metallique	0.5758
peponide	0.7542
melon	0.7634
brule	0.8593
feuille	0.7155
alcool_de_fut	0.8834
ether	0.9083
boisson_fermentee	0.7536
camphre	0.9348
miel	0.9128
citronne	0.8779
racine	0.6235
oignon	0.9642
crucifere	0.8004
lacte	0.7223
fleur_d_arbre	0.7873
vin	0.7765
fromage	0.8219
poire	0.8534
banane	0.9252
champignon	0.7031
cafe	0.8975
cacao	0.7941
musque	0.8351
savon	0.7566
beurre	0.8043
noix_de_coco	0.9219
anise	0.7304
pin	0.8955
vanille	0.8440
jasmin	0.8529
ambre	0.8633
ail	0.9604
musc	0.8938
cereale	0.8623
peche	0.7787
cerise	0.7985
violette	0.7851
rhum	0.8664
