Label	AUC-ROC
vegetal	0.6596
fruite	0.7061
frais	0.7137
vegetal_vert	0.7033
doux	0.6324
gras	0.6392
floral	0.7235
boise	0.6954
vert	0.6906
aldehyde	0.6989
chimique	0.6482
empyreumatique	0.8051
balsamique	0.6467
aldehyde_frais	0.6941
fruit_exotique	0.6927
herbe	0.6935
legume	0.7133
fermentaire	0.6542
phenole	0.7179
epice	0.6585
fleur_d_arbuste	0.7428
cuit	0.7666
terreux	0.5658
fruit_sec	0.6736
fleur_du_jardin	0.6984
agrume	0.7953
oleagineux	0.7120
lactique	0.7119
soufre	0.8978
plante_aromatique	0.7215
animal	0.6486
fruit_a_coque	0.7402
moisi	0.6322
fruit_a_pepins	0.7779
torrefie	0.8338
medicinal	0.7547
vegetal_sec	0.6873
rose	0.7818
huile	0.7482
lactone	0.6759
menthe	0.7961
bois	0.7990
creme	0.6992
boissons_alcoolisees	0.8240
sucre_cuit	0.7726
baie	0.6395
poudre	0.7398
viande_cuite	0.8615
pomme	0.8273
malte	0.7785
mielle	0.7355
solvant	0.8750
ananas	0.7913
fruit_rouge	0.6810
coumarine	0.7467
caramel	0.8251
mineral	0.6415
resineux	0.8251
alliace	0.9735
fruit_a_noyau	0.7176
metal	0.6350
metallique	0.6309
peponide	0.7497
melon	0.7524
brule	0.8487
feuille	0.6896
alcool_de_fut	0.8707
ether	0.8871
boisson_fermentee	0.8032
camphre	0.8081
miel	0.7111
citronne	0.7098
racine	0.5514
oignon	0.9648
crucifere	0.7698
lacte	0.7004
fleur_d_arbre	0.7838
vin	0.7841
fromage	0.7841
poire	0.8656
banane	0.7889
champignon	0.7497
cafe	0.8567
cacao	0.7505
musque	0.8791
savon	0.7002
beurre	0.7593
noix_de_coco	0.8379
anise	0.6937
pin	0.8776
vanille	0.7816
jasmin	0.7697
ambre	0.9313
ail	0.9718
musc	0.9123
cereale	0.7921
peche	0.7257
cerise	0.7510
violette	0.8008
rhum	0.8391
