Label	AUC-ROC
vegetal	0.6911
fruite	0.7466
frais	0.7338
vegetal_vert	0.7201
doux	0.6952
gras	0.6600
floral	0.7442
boise	0.7669
vert	0.7419
aldehyde	0.7223
chimique	0.6928
empyreumatique	0.8044
balsamique	0.7631
aldehyde_frais	0.7093
fruit_exotique	0.7805
herbe	0.6924
legume	0.8161
fermentaire	0.6879
phenole	0.7684
epice	0.7175
fleur_d_arbuste	0.7693
cuit	0.7839
terreux	0.6755
fruit_sec	0.7696
fleur_du_jardin	0.7311
agrume	0.7778
oleagineux	0.7898
lactique	0.7249
soufre	0.9574
plante_aromatique	0.7825
animal	0.6694
fruit_a_coque	0.7908
moisi	0.6696
fruit_a_pepins	0.8688
torrefie	0.8597
medicinal	0.8030
vegetal_sec	0.6816
rose	0.8588
huile	0.7220
lactone	0.7385
menthe	0.8340
bois	0.8743
creme	0.7236
boissons_alcoolisees	0.7253
sucre_cuit	0.7780
baie	0.6441
poudre	0.8041
viande_cuite	0.8550
pomme	0.9190
malte	0.8725
mielle	0.7933
solvant	0.8173
ananas	0.8890
fruit_rouge	0.7251
coumarine	0.8345
caramel	0.8506
mineral	0.7047
resineux	0.9024
alliace	0.9669
fruit_a_noyau	0.7387
metal	0.7189
metallique	0.7124
peponide	0.9171
melon	0.9175
brule	0.8378
feuille	0.6351
alcool_de_fut	0.6936
ether	0.8284
boisson_fermentee	0.7830
camphre	0.8561
miel	0.7924
citronne	0.8312
racine	0.7506
oignon	0.9657
crucifere	0.9113
lacte	0.7374
fleur_d_arbre	0.8057
vin	0.8135
fromage	0.8610
poire	0.9380
banane	0.9018
champignon	0.7233
cafe	0.8700
cacao	0.8778
musque	0.9109
savon	0.8314
beurre	0.8010
noix_de_coco	0.8646
anise	0.7092
pin	0.9441
vanille	0.9032
jasmin	0.7848
ambre	0.9267
ail	0.9690
musc	0.9145
cereale	0.8753
peche	0.8212
cerise	0.7904
violette	0.8606
rhum	0.7208
