Label	AUC-ROC
vegetal	0.6911
fruite	0.7468
frais	0.7252
vegetal_vert	0.7031
doux	0.6533
gras	0.6801
floral	0.7337
boise	0.7228
vert	0.6871
aldehyde	0.7253
chimique	0.6968
empyreumatique	0.8025
balsamique	0.6723
aldehyde_frais	0.7199
fruit_exotique	0.7577
herbe	0.6952
legume	0.7799
fermentaire	0.7067
phenole	0.8055
epice	0.6965
fleur_d_arbuste	0.7448
cuit	0.7742
terreux	0.6133
fruit_sec	0.7432
fleur_du_jardin	0.7261
agrume	0.7899
oleagineux	0.7499
lactique	0.7330
soufre	0.9417
plante_aromatique	0.7414
animal	0.6214
fruit_a_coque	0.7656
moisi	0.6398
fruit_a_pepins	0.7874
torrefie	0.8398
medicinal	0.7932
vegetal_sec	0.7046
rose	0.7765
huile	0.7796
lactone	0.7655
menthe	0.8513
bois	0.8605
creme	0.7428
boissons_alcoolisees	0.8087
sucre_cuit	0.7184
baie	0.6978
poudre	0.8010
viande_cuite	0.8847
pomme	0.8093
malte	0.8303
mielle	0.8688
solvant	0.8925
ananas	0.8349
fruit_rouge	0.7365
coumarine	0.8060
caramel	0.7912
mineral	0.5573
resineux	0.8851
alliace	0.9605
fruit_a_noyau	0.7874
metal	0.5584
metallique	0.5649
peponide	0.7688
melon	0.7730
brule	0.8465
feuille	0.6692
alcool_de_fut	0.8782
ether	0.8939
boisson_fermentee	0.7550
camphre	0.9436
miel	0.8894
citronne	0.8682
racine	0.6627
oignon	0.9652
crucifere	0.8395
lacte	0.7257
fleur_d_arbre	0.7689
vin	0.7743
fromage	0.8144
poire	0.8665
banane	0.9058
champignon	0.7320
cafe	0.8766
cacao	0.8076
musque	0.8272
savon	0.7535
beurre	0.8160
noix_de_coco	0.9241
anise	0.7136
pin	0.9024
vanille	0.8108
jasmin	0.8212
ambre	0.8724
ail	0.9594
musc	0.8855
cereale	0.8602
peche	0.7647
cerise	0.7561
violette	0.7976
rhum	0.8745
