Label	AUC-ROC
vegetal	0.6539
fruite	0.7384
frais	0.7317
vegetal_vert	0.7132
doux	0.6848
gras	0.6781
floral	0.7762
boise	0.7121
vert	0.7287
aldehyde	0.7207
chimique	0.6860
empyreumatique	0.8247
balsamique	0.7198
aldehyde_frais	0.7216
fruit_exotique	0.7613
herbe	0.7135
legume	0.7557
fermentaire	0.6752
phenole	0.7683
epice	0.6979
fleur_d_arbuste	0.7785
cuit	0.7799
terreux	0.5960
fruit_sec	0.7366
fleur_du_jardin	0.7660
agrume	0.8380
oleagineux	0.7920
lactique	0.7270
soufre	0.9034
plante_aromatique	0.7323
animal	0.7276
fruit_a_coque	0.7975
moisi	0.6441
fruit_a_pepins	0.8278
torrefie	0.8536
medicinal	0.7975
vegetal_sec	0.7165
rose	0.8116
huile	0.7790
lactone	0.7527
menthe	0.8554
bois	0.7986
creme	0.7272
boissons_alcoolisees	0.8522
sucre_cuit	0.7876
baie	0.6819
poudre	0.8108
viande_cuite	0.9040
pomme	0.9108
malte	0.8010
mielle	0.7469
solvant	0.9212
ananas	0.8619
fruit_rouge	0.7219
coumarine	0.7807
caramel	0.8445
mineral	0.6473
resineux	0.8526
alliace	0.9771
fruit_a_noyau	0.8019
metal	0.6554
metallique	0.6424
peponide	0.7851
melon	0.7845
brule	0.8803
feuille	0.7026
alcool_de_fut	0.8942
ether	0.9345
boisson_fermentee	0.8118
camphre	0.8458
miel	0.7356
citronne	0.7581
racine	0.5017
oignon	0.9667
crucifere	0.8107
lacte	0.7505
fleur_d_arbre	0.7797
vin	0.8151
fromage	0.7918
poire	0.8762
banane	0.8756
champignon	0.7426
cafe	0.9018
cacao	0.8129
musque	0.8990
savon	0.7266
beurre	0.8301
noix_de_coco	0.9057
anise	0.7321
pin	0.9108
vanille	0.8227
jasmin	0.8062
ambre	0.9507
ail	0.9695
musc	0.9360
cereale	0.8283
peche	0.8267
cerise	0.7889
violette	0.8694
rhum	0.8699
